country_iso3_code,eci_pre_raw,coi_pre_raw,baseline_log_gdp_pc,baseline_trade_open,baseline_wgi,baseline_rents,baseline_export_value,nexus_exposure_pre,z_eci_pre_raw,z_coi_pre_raw,z_baseline_log_gdp_pc,z_baseline_trade_open,z_baseline_wgi,z_baseline_rents,z_nexus_exposure_pre,exposed_top_tercile_pre,exposed_top_quartile_pre,exposure_tercile_threshold,exposure_quartile_threshold,us_export_market_dependence_pre,china_export_market_dependence_pre,china_import_dependence_pre,wb_income_id,wb_income_name,wb_region,eci_pre_regime,coi_pre_regime,us_export_value_pre_baci_thousand_usd,china_import_value_pre_baci_thousand_usd,us_export_share_list1_pre,us_export_competition_share_list1_pre,china_import_share_list1_pre,us_export_share_list2_pre,us_export_competition_share_list2_pre,china_import_share_list2_pre,us_export_share_list3_pre,us_export_competition_share_list3_pre,china_import_share_list3_pre,us_export_share_list4a_pre,us_export_competition_share_list4a_pre,china_import_share_list4a_pre,us_tariffed_export_share_pre,us_china_competition_tariffed_share_pre,china_tariffed_import_share_pre,tariff_weighted_us_diversion_2012,tariff_weighted_us_diversion_2013,tariff_weighted_us_diversion_2014,tariff_weighted_us_diversion_2015,tariff_weighted_us_diversion_2016,tariff_weighted_us_diversion_2017,tariff_weighted_us_diversion_2018,tariff_weighted_us_diversion_2019,tariff_weighted_us_diversion_2020,tariff_weighted_us_diversion_2021,tariff_weighted_us_diversion_2022,tariff_weighted_us_covered_basket_2012,tariff_weighted_us_covered_basket_2013,tariff_weighted_us_covered_basket_2014,tariff_weighted_us_covered_basket_2015,tariff_weighted_us_covered_basket_2016,tariff_weighted_us_covered_basket_2017,tariff_weighted_us_covered_basket_2018,tariff_weighted_us_covered_basket_2019,tariff_weighted_us_covered_basket_2020,tariff_weighted_us_covered_basket_2021,tariff_weighted_us_covered_basket_2022,tariff_weighted_china_network_2012,tariff_weighted_china_network_2013,tariff_weighted_china_network_2014,tariff_weighted_china_network_2015,tariff_weighted_china_network_2016,tariff_weighted_china_network_2017,tariff_weighted_china_network_2018,tariff_weighted_china_network_2019,tariff_weighted_china_network_2020,tariff_weighted_china_network_2021,tariff_weighted_china_network_2022
CPV,0.019666666666666673,-0.7246666666666667,8.17830270061973,96.47958692732387,0.5352815055555555,10.670251405562746,79360196.66666667,0.0831373599865718,0.028317181542132697,-0.6037595893693483,-0.40420702092746386,0.1323193838052492,0.6150872965283376,0.7553434414895777,-0.8380061468919925,0,0,0.26917599908681505,0.317817685580497,0.03374732839619471,0.00038547685595926353,0.07678958242095708,LMC,Lower-middle income,Sub-Saharan Africa,middle,middle,9352.694000000003,149094.5179999998,0.1610689925277144,0.0391423337993636,0.084515749935219,0.0058799101093225,0.0013745854455341,0.0215315562440733,0.3508949400033829,0.0819743958842958,0.4164486315989162,0.3497724826664914,0.0426345945324065,0.3228574104917801,0.8676163253069114,0.1651259096616002,0.8453533482699888,0.0,0.0,0.0,0.0,0.0,0.0,0.0071457085756638115,0.0284146329455365,0.03420483365079974,0.03382042337222886,0.03382042337222886,0.0,0.0,0.0,0.0,0.0,0.0,0.029792505144463074,0.12839526023197162,0.1588475831792159,0.1556938968600918,0.1556938968600918,0.0,0.0,0.0,0.0,0.0,0.0,0.02358925953266773,0.12473359976115637,0.15774929967029594,0.1548382902314356,0.1548382902314356
CRI,0.22666666666666666,-0.018666666666666668,9.399746730052465,62.66799795341066,0.6808432055555556,1.1670116237712267,11926742096.0,0.4707582453062759,0.23689554468290988,0.2001442270336493,0.4547456160583466,-0.47070692011143594,0.775694516264977,-0.49848130697415677,1.4619393520362076,1,1,0.26917599908681505,0.317817685580497,0.3415347647895753,0.04759656833093767,0.1046176846928117,UMC,Upper-middle income,Latin America & Caribbean,middle,middle,13355987.850999972,6251613.264999977,0.2147904129596238,0.0218759751687929,0.1097072355450641,0.0403716322607787,0.0049618188079111,0.0424291559244429,0.4021986356926645,0.0282949859041736,0.3652894339746089,0.1359508160876359,0.0109203362759491,0.2947176063041404,0.793311497000703,0.0660531161568268,0.8121434317482564,0.0,0.0,0.0,0.0,0.0,0.0,0.0038947118225038063,0.01283068586502518,0.014700682239305287,0.014602220190915583,0.014602220190915583,0.0,0.0,0.0,0.0,0.0,0.0,0.04086522857490697,0.14983429717004942,0.17576226748153123,0.17453648143483944,0.17453648143483944,0.0,0.0,0.0,0.0,0.0,0.0,0.027165257653467813,0.12476736498556895,0.15411756672674568,0.1514602768338395,0.1514602768338395
CUB,-0.5763333333333333,-1.0493333333333332,8.963069693301259,28.368454033394062,-0.44918227777777603,0.6088596882619637,1878097941.6666667,0.223808466560771,-0.5722272843124722,-0.9734490686783751,0.14766245613427254,-1.0824358516346977,-0.4711324382822593,-0.5721219522923284,-0.0033352335129808383,0,0,0.26917599908681505,0.317817685580497,0.0,0.1442194116406651,0.21245494206989365,UMC,Upper-middle income,Latin America & Caribbean,low,low,7.51,5904941.200000004,0.0,0.0,0.2680911388245494,0.0,0.0,0.0658899438321247,0.0,0.0,0.3716423540339394,1.0,0.4644337959180052,0.1766728159799458,1.0,0.4644337959180052,0.8822962526705594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023285310863834237,0.03902005252589798,0.03483253469385039,0.03483253469385039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05013698630136987,0.08401639344262295,0.075,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.04886091350092238,0.16556156597231442,0.19124927199064065,0.18965632037114932,0.18965632037114932
CUW,0.44133333333333336,-0.49966666666666665,9.851486371432406,142.39308119729068,,0.0,1264481658.0,0.3107748348799689,0.4531990323844566,-0.3475579481644268,0.772421208917506,0.951181956956706,,-0.6524528039822401,0.5126790344202325,1,0,0.26917599908681505,0.317817685580497,0.157856088945818,9.407743199854475e-05,0.04091264106918304,HIC,High income,Latin America & Caribbean,middle,middle,735198.7249999985,225536.5620000002,0.0181690997899921,0.0019501339501764,0.0871878281092179,0.0004919227791098,9.419507191239457e-05,0.0311849880907557,0.6356043082093227,0.0027448540674408,0.3372918045988478,0.0308493230860813,0.0014081907707242,0.472201252229782,0.685114653864506,0.0061973738602539,0.9278658730286036,0.0,0.0,0.0,0.0,0.0,0.0,0.00032199298121421573,0.0011223833474489013,0.0013156068822178335,0.0013029100801867136,0.0013029100801867136,0.0,0.0,0.0,0.0,0.0,0.0,0.019511398186000787,0.1314172895401538,0.16615818156044493,0.16588003192606224,0.16588003192606224,0.0,0.0,0.0,0.0,0.0,0.0,0.022636034338050254,0.11970981683482125,0.15358880139114195,0.14933124911693899,0.14933124911693899
CXR,0.8303333333333334,-0.5840000000000001,,,,,22147313.666666668,0.0458275197687375,0.8451651350982843,-0.4435861188679011,,,,,-1.0593837927429455,0,0,0.26917599908681505,0.317817685580497,0.06287674389937331,0.0,0.0,,,,high,middle,4829.924999999998,0.0,0.1914555609041549,0.048251669626775,,0.0437650688157683,0.0072156138398129,,0.579618317054613,0.1658326405498184,,0.1071598420265325,0.0513314401378076,,0.9219987888010688,0.2726313641542141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011061141672589741,0.04910718308597252,0.05963766347469607,0.059174839014437146,0.059174839014437146,0.0,0.0,0.0,0.0,0.0,0.0,0.043120996419227425,0.17835469744453483,0.21271292014258453,0.21174672484562398,0.21174672484562398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYM,0.54,-0.9216666666666667,11.25209060686223,117.436583958714,0.8915629166666666,0.0,1389682617.3333333,0.1867541196593594,0.5526180267317514,-0.8280783596687683,1.7573641718420256,0.5060853275111924,1.0081945966107229,-0.6524528039822401,-0.22319691176423148,0,0,0.26917599908681505,0.317817685580497,0.06659607845011303,2.7110064681175992e-06,0.0344647874669004,HIC,High income,Latin America & Caribbean,middle,low,175756.52499999994,486854.3889999996,0.0339930423635765,0.0027248377435607,0.9304743496930872,0.0011885988301145,0.0001444115008574,0.0054644654749122,0.944359095629594,0.0289619158070064,0.0213526061074495,0.0114284917729228,0.0011882897605452,0.0034705448655203,0.9909692285962076,0.0330194548119699,0.9607619661409692,0.0,0.0,0.0,0.0,0.0,0.0,0.0011325724168953,0.006481990253958601,0.00805762708290193,0.008046912994897015,0.008046912994897015,0.0,0.0,0.0,0.0,0.0,0.0,0.029888411792299396,0.1953942058469496,0.24584536486707093,0.24574232108879046,0.24574232108879046,0.0,0.0,0.0,0.0,0.0,0.0,0.1151481621740624,0.23836487735409473,0.23961443798174403,0.23958314618377624,0.23958314618377624
CYP,0.5976666666666667,0.03466666666666667,10.101846488221,141.43729349752536,0.9000485500000001,0.008906899120990767,3376315672.6666665,0.0546055005316293,0.6107243984279743,0.26087350494888994,0.9484812471425162,0.9341355790309837,1.0175573203036397,-0.6512776583680713,-1.0072997123698257,0,0,0.26917599908681505,0.317817685580497,0.014002394387692324,0.014281477454895533,0.05145613568825769,HIC,High income,Europe & Central Asia,high,middle,189847.8500000001,1713125.4380000029,0.3786350806711794,0.0857466272811267,0.5292043944303385,0.003491580231222,0.0007726938403733,0.0074502460338809,0.3803593719918341,0.0939495347070701,0.2556503757899364,0.2018407846072526,0.0364120810271817,0.1101495978136304,0.964326817501488,0.216880936855752,0.9024546140677862,0.0,0.0,0.0,0.0,0.0,0.0,0.013130322432062025,0.04196219364540449,0.048176425682786884,0.04784812003418115,0.04784812003418115,0.0,0.0,0.0,0.0,0.0,0.0,0.057051580535142345,0.1805769397585472,0.20757944299588954,0.20575956706910284,0.20575956706910284,0.0,0.0,0.0,0.0,0.0,0.0,0.0724844682977743,0.1900458509634134,0.2073306260109956,0.20633747389956125,0.20633747389956125
CZE,1.4873333333333332,0.6646666666666666,9.825955384553282,150.10541350561002,0.9580374944444444,0.332210359572778,146170273506.66666,0.0743577773367901,1.5071747224581422,0.9782381003226693,0.7544671250821144,1.0887306314674263,1.0815401065907237,-0.60862211254515,-0.8900997320484761,0,0,0.26917599908681505,0.317817685580497,0.02546076489814256,0.017031985219270605,0.09211938910589096,HIC,High income,Europe & Central Asia,high,high,13343187.771000044,55021806.57799993,0.3532702856992562,0.0558212963667592,0.2312589009043496,0.0190132833588225,0.0035472695867645,0.0253750488548708,0.4020520240043012,0.0855217540821379,0.2450636609665857,0.1587429717959554,0.0348316352480719,0.1711877579418874,0.9330785648583354,0.1797219552837337,0.6728853686676937,0.0,0.0,0.0,0.0,0.0,0.0,0.009481757415868977,0.03343510873097115,0.03914900838016734,0.03883495265252079,0.03883495265252079,0.0,0.0,0.0,0.0,0.0,0.0,0.05592286397996092,0.18022852763376693,0.20692091024025516,0.20548962115029162,0.20548962115029162,0.0,0.0,0.0,0.0,0.0,0.0,0.03727670933982428,0.12101550988866554,0.13980698070525763,0.13826348452709308,0.13826348452709308
DEU,1.572,-1.3666666666666665,10.660974661650265,77.0724704198475,1.565417588888889,0.06949864202918103,1280748605683.6667,0.1545775251876874,1.5924869676075102,-1.3347882722740565,1.3416753742636516,-0.2138045959406664,1.7517001026068437,-0.6432833923540321,-0.41411648402856466,0,0,0.26917599908681505,0.317817685580497,0.09492005126279109,0.06685789545842667,0.08868176868670972,HIC,High income,Europe & Central Asia,high,low,355192528.2369998,311990921.231,0.5024033991248004,0.0369080122651704,0.1879563552831142,0.0520551018704508,0.0034763525823715,0.0216601218533423,0.2232547635464013,0.0406314976614987,0.3066166992730267,0.0663222662197487,0.0109743783487223,0.2446556714657875,0.8440355307614013,0.091990240857763,0.7608888478752709,0.0,0.0,0.0,0.0,0.0,0.0,0.00593900252818597,0.018650161912278286,0.02117599331639461,0.021077044003414324,0.021077044003414324,0.0,0.0,0.0,0.0,0.0,0.0,0.07232213385260672,0.18591795393595706,0.2000004737481379,0.19940248610189426,0.19940248610189426,0.0,0.0,0.0,0.0,0.0,0.0,0.033303893732655576,0.12506970686097585,0.1496133812542095,0.14740746946230487,0.14740746946230487
DJI,-0.46799999999999997,-0.6653333333333333,7.820104510174367,262.46780708867266,-0.8571463333333323,0.5728135971336704,109731880.33333331,0.4962612272095462,-0.46306791551898974,-0.536198267688643,-0.6561017232901096,3.092702670578139,-0.9212643941144717,-0.576877749491998,1.6132610961917,1,1,0.26917599908681505,0.317817685580497,0.24107826136466837,0.0025830456435463824,0.4700269484852224,LMC,Lower-middle income,"Middle East, North Africa, Afghanistan & Pakistan",low,middle,7525.041999999998,6301076.657999999,0.3045007589326412,0.0120829419167574,0.1451006939963497,0.0047452226844713,0.0010608576234503,0.0419202601930954,0.1939110771740544,0.0209004779772187,0.3690029527014209,0.4930030955308954,0.1080801934566684,0.3615624885482866,0.9961601543220624,0.1421244709740949,0.9175863954391528,0.0,0.0,0.0,0.0,0.0,0.0,0.0021434779997735786,0.012821872917432902,0.017591577436166857,0.016617083888606728,0.016617083888606728,0.0,0.0,0.0,0.0,0.0,0.0,0.043017903203219916,0.1402270107386066,0.16720960674034646,0.16276449686260888,0.16276449686260888,0.0,0.0,0.0,0.0,0.0,0.0,0.03155965427234135,0.13757141893000732,0.1693831530146832,0.166123163363838,0.166123163363838
DMA,0.08333333333333333,-0.11366666666666665,9.018358946791308,,0.5080711222222222,0.05454917665495137,63371665.0,0.3900914689428554,0.09246930289461006,0.091970200747127,0.18654336179829217,,0.585064398917669,-0.6452557733622882,0.9833036638248386,1,1,0.26917599908681505,0.317817685580497,0.02638729093319453,0.01059581611256953,0.1413596592826439,UMC,Upper-middle income,Latin America & Caribbean,middle,middle,4315.018999999999,112787.37000000013,0.0825600072676389,0.0113399684496418,0.2336090202298358,0.013682442649731,0.0029684092603386,0.0334038731464347,0.511375268567763,0.0576263576425697,0.3444705289253572,0.3864082637874827,0.0541613404952506,0.2882419281520612,0.9940259822726156,0.1260960758478009,0.899725350453689,0.0,0.0,0.0,0.0,0.0,0.0,0.0032196710467369857,0.017644183867396055,0.022534124330566365,0.02204578437528132,0.02204578437528132,0.0,0.0,0.0,0.0,0.0,0.0,0.025219932824181876,0.14416788107477563,0.1843690583411332,0.18088504940534444,0.18088504940534444,0.0,0.0,0.0,0.0,0.0,0.0,0.04098147599230664,0.1490607803712345,0.17708790281769074,0.17448900018681152,0.17448900018681152
DNK,1.062,1.5776666666666668,10.902686482676591,103.59960772766134,1.7398149666666667,0.44472108501756163,80547625502.33333,0.10899398512479501,1.0785982468258852,2.017847426634195,1.511653695871747,0.25930424187713846,1.9441235077625216,-0.5937778346705066,-0.6845860633609383,0,0,0.26917599908681505,0.317817685580497,0.07786635500612886,0.041390668847684504,0.07367055378842989,HIC,High income,Europe & Central Asia,high,high,23780960.20000004,20204133.833999947,0.1917585561999299,0.0328159161319997,0.1733919866490232,0.0139971958323196,0.0017095275183397,0.02186550666461,0.1779109007970162,0.0347840831360817,0.3317519978372173,0.0736033572353397,0.0089308607636985,0.343350478075239,0.4572700100646056,0.0782403875501198,0.8703599692260896,0.0,0.0,0.0,0.0,0.0,0.0,0.0051201690306296455,0.015931115239872406,0.018077720408309454,0.017997196253882665,0.017997196253882665,0.0,0.0,0.0,0.0,0.0,0.0,0.02959156567491997,0.09017519884289027,0.10210055182749865,0.1014369149999669,0.1014369149999669,0.0,0.0,0.0,0.0,0.0,0.0,0.032218442532597855,0.1313795305702516,0.1605994416423946,0.15750365864335555,0.15750365864335555
DOM,-0.15,0.35966666666666663,8.870002464311414,51.612438847365205,-0.26810516666666645,0.9508801104504107,9611191591.333334,0.5466558043753814,-0.14264318373750595,0.6309425422448873,0.08221505139734332,-0.6678817098143008,-0.27133887051341743,-0.5269969549580985,1.9122769266399384,1,1,0.26917599908681505,0.317817685580497,0.5009222019768274,0.016121271488050145,0.10035839639839779,UMC,Upper-middle income,Latin America & Caribbean,middle,high,14801220.774000011,7470756.488999985,0.2596507310904324,0.0204755426944844,0.1160172222553621,0.0083132644177664,0.001421319052394,0.0341446489891072,0.2661263302631957,0.0222310905678064,0.3959970161463538,0.4141332372237469,0.1183100567291554,0.3148787240574183,0.9482235629951415,0.1624380090438404,0.8610376114482415,0.0,0.0,0.0,0.0,0.0,0.0,0.0032408672086722294,0.015785145436634188,0.02097197235304696,0.019905242333357855,0.019905242333357855,0.0,0.0,0.0,0.0,0.0,0.0,0.03979802820708038,0.14017763281436021,0.16831656243910603,0.16458257423462963,0.16458257423462963,0.0,0.0,0.0,0.0,0.0,0.0,0.028028434000464703,0.1313335256499491,0.16299469661482494,0.16015562615201215,0.16015562615201215
DZA,-1.043,-1.2583333333333333,8.462124529936686,50.928790518064936,-0.7720859722222214,14.3722757075962,30376630525.0,0.165597299089864,-1.0424522575767041,-1.2114319265087243,-0.20461579705521069,-0.6800745093161176,-0.8274120407285873,1.2437757862355596,-0.3487307415533792,0,0,0.26917599908681505,0.317817685580497,0.10471833834526179,0.015183538691146909,0.158678268525101,UMC,Upper-middle income,"Middle East, North Africa, Afghanistan & Pakistan",low,low,10312588.524,25974671.89899996,0.0007306712550843,0.0001212885269255,0.2259396575949029,4.626646344800871e-05,7.198278175449953e-06,0.0509859969800422,0.267774988944182,0.0024125634240211,0.3337536882355684,9.931580200416418e-05,2.0090263188107964e-05,0.2534379535032144,0.2686512424647185,0.0025611404923102,0.864117296313728,0.0,0.0,0.0,0.0,0.0,0.0,8.095283037800273e-05,0.0005083709122436196,0.0006369504687368904,0.0006367693270196206,0.0006367693270196206,0.0,0.0,0.0,0.0,0.0,0.0,0.007356671659973552,0.052947218496108055,0.06714632582117483,0.0671454303508289,0.0671454303508289,0.0,0.0,0.0,0.0,0.0,0.0,0.041328089293151814,0.14768293346084913,0.17396277851744762,0.17167768221536944,0.17167768221536944
ECU,-0.9129999999999999,-1.0903333333333334,8.695442294580033,43.993418274909665,-0.5566485777777775,4.4579373405542935,17740451200.666668,0.4016817066314163,-0.9114610150245253,-1.0201347010757165,-0.04054040402298798,-0.8037661788588596,-0.5897066487949411,-0.06428789464288362,1.0520742487259265,1,1,0.26917599908681505,0.317817685580497,0.3186741641177408,0.04904525926428654,0.1559916090353168,UMC,Upper-middle income,Latin America & Caribbean,low,low,19343658.479999885,10919015.620000012,0.0114036548581579,0.0011997920753814,0.2190729579705466,0.0003241436466882,6.029974036189876e-05,0.0427694394121582,0.8759438985401314,0.0127346081166433,0.3683694834754705,0.0975025940904646,0.0010186747214263,0.23360022311242,0.9851742911354424,0.015013374653813,0.8638121039705955,0.0,0.0,0.0,0.0,0.0,0.0,0.0004979126910272288,0.0028746395867817283,0.003584260359282056,0.0035750755872036226,0.0035750755872036226,0.0,0.0,0.0,0.0,0.0,0.0,0.025185681794188786,0.18036938463139224,0.23010974056802522,0.22923061881802922,0.22923061881802922,0.0,0.0,0.0,0.0,0.0,0.0,0.04068786820914329,0.14973635261922036,0.17717921846784143,0.17507298694797535,0.17507298694797535
EGY,-0.04633333333333333,1.618,8.125585422103727,35.97487545654474,-0.8852762611111098,4.345671280615637,24918173274.33333,0.1775568380704391,-0.03818606467666583,2.0637739430575954,-0.44127924389052964,-0.9467760871564835,-0.9523018819411548,-0.07909989219274075,-0.27776891031731654,0,0,0.26917599908681505,0.317817685580497,0.05100662138712706,0.028680225797573993,0.1529267212454703,LMC,Lower-middle income,"Middle East, North Africa, Afghanistan & Pakistan",middle,high,5133263.329000005,32536273.41299999,0.0069290554020592,0.0010638213962781,0.1548397965879857,0.0043807787675643,0.0003078031207859,0.0377267043591277,0.3502103936191808,0.0488481057851716,0.4497830924654319,0.6101083251090695,0.1532130363874724,0.2428736156317961,0.971628552897874,0.2034327666897081,0.8852232090443415,0.0,0.0,0.0,0.0,0.0,0.0,0.001482966594417485,0.01764695372336075,0.025427339321227687,0.02404591030461933,0.02404591030461933,0.0,0.0,0.0,0.0,0.0,0.0,0.01074144830331444,0.10240310142107732,0.14163915803218438,0.1361381813303813,0.1361381813303813,0.0,0.0,0.0,0.0,0.0,0.0,0.03456844679583991,0.14891968418013843,0.18099276360088967,0.17880291952552102,0.17880291952552102
ERI,-1.467666666666667,-1.0736666666666668,,,-1.5384617888888874,,340163134.0,0.3098137118684742,-1.4703569832471555,-1.001156801727204,,,-1.6730018434598664,,0.5069762185299579,1,0,0.26917599908681505,0.317817685580497,0.0007236788223249661,0.4137779209276047,0.20991844706215704,LIC,Low income,Sub-Saharan Africa,low,low,807.107,246527.0740000003,0.4617318397684569,0.0482037063634416,0.4157347521189491,0.0189565943548996,0.0058194137181708,0.1283194842932341,0.3554237542234177,0.0757958384425142,0.3390187602680908,0.1638878116532256,0.0109481147544564,0.0758066677901671,1.0,0.1407670732785831,0.9588796644704414,0.0,0.0,0.0,0.0,0.0,0.0,0.00848789167017807,0.02898542737389166,0.03337456074769705,0.03327584823761588,0.03327584823761588,0.0,0.0,0.0,0.0,0.0,0.0,0.0679507492097897,0.19840256026212064,0.22279730995100142,0.22131963296068546,0.22131963296068546,0.0,0.0,0.0,0.0,0.0,0.0,0.07167912053309723,0.2065963286478014,0.22713725199670137,0.226453749254331,0.226453749254331
ESP,0.86,2.594666666666667,10.19252420089736,64.3127217378032,0.8332040055555555,0.0476298643398022,269961577660.0,0.0918984819884136,0.8750580083986533,3.175878844880439,1.0122482790673224,-0.44137343609708474,0.9438036032353143,-0.6461686836141907,-0.7860220978460353,0,0,0.26917599908681505,0.317817685580497,0.04529218501462199,0.020304439439489872,0.07593423980430399,HIC,High income,Europe & Central Asia,high,high,43733348.0930002,82989693.57499981,0.2477957354866802,0.0259821376306389,0.0995207192991497,0.0401255948268198,0.0028526197714271,0.0145295423932405,0.3154710386147689,0.0538609522688282,0.3584674747848659,0.1680479969741053,0.0216055297194882,0.3230253087845557,0.7714403659023743,0.1043012393903826,0.795543045261812,0.0,0.0,0.0,0.0,0.0,0.0,0.004902321599854048,0.018901795273791516,0.022489146103172354,0.022294342146685166,0.022294342146685166,0.0,0.0,0.0,0.0,0.0,0.0,0.042537358016146574,0.14254922578667092,0.1649668788630884,0.16345169200512513,0.16345169200512513,0.0,0.0,0.0,0.0,0.0,0.0,0.023228007403796568,0.11532126292388997,0.14526885555408203,0.1423563322781557,0.1423563322781557
EST,0.9773333333333332,1.186,9.820553042745761,146.96301359246365,1.23839875,1.4754097332751968,12837148336.666666,0.069357119846344,0.9932860016765171,1.5718667919441465,0.7506680515022763,1.0326862436536863,1.390880006967342,-0.4577923218539042,-0.9197710942542227,0,0,0.26917599908681505,0.317817685580497,0.04756099135698442,0.015957349419366388,0.058912583002974105,HIC,High income,Europe & Central Asia,high,high,2869929.362999996,4075999.0960000097,0.1344812332233002,0.0278810594061467,0.1401666515482465,0.0070944627636119,0.0020819076050925,0.0246302019788278,0.4395095800133113,0.1686930415307063,0.3142677181300329,0.0985764551028081,0.0426016627224246,0.3373988218862931,0.6796617311030316,0.2412576712643702,0.8164633935434004,0.0,0.0,0.0,0.0,0.0,0.0,0.008180605462043388,0.04285687905110612,0.05324324019208353,0.05285912683966822,0.05285912683966822,0.0,0.0,0.0,0.0,0.0,0.0,0.029045270368171932,0.12691361695929917,0.15355335723615243,0.15266455313276647,0.15266455313276647,0.0,0.0,0.0,0.0,0.0,0.0,0.027918759400213607,0.12002180892716181,0.14811317508095306,0.14507105455574879,0.14507105455574879
ETH,-1.094,-0.631,6.456851697742235,35.2195982398214,-0.913895733333332,11.101690862105883,2482389286.0,0.36707126196302814,-1.0938411296548667,-0.49710379503070684,-1.6147781504537233,-0.9602463806935472,-0.9838795144086313,0.8122660784532375,0.8467134453076377,1,1,0.26917599908681505,0.317817685580497,0.09307519942739877,0.12493135562061548,0.30009390602210567,LIC,Low income,Sub-Saharan Africa,low,middle,783649.5790000007,16133602.982000023,0.0374615807711675,0.0013081751162904,0.3014733999855158,0.003382921488177,0.0002846430231426,0.0819454803415589,0.1361326680429442,0.0245317331845776,0.2948334819139282,0.8221130378480043,0.1272391486978729,0.2620946702802653,0.9990902081502931,0.1533637000218836,0.9403470325212684,0.0,0.0,0.0,0.0,0.0,0.0,0.0008513069972307776,0.01161000737634374,0.017221312209307546,0.016074073983343116,0.016074073983343116,0.0,0.0,0.0,0.0,0.0,0.0,0.008588794059925176,0.07824566645499001,0.11331526501772007,0.10590277041417248,0.10590277041417248,0.0,0.0,0.0,0.0,0.0,0.0,0.052310960552015826,0.1670735140974955,0.19158333949773204,0.18922019083127062,0.18922019083127062
FIN,1.418,1.1413333333333335,10.68374258144326,73.20760590919713,1.8345914444444442,0.436586236620882,58247957796.333336,0.1044805973874509,1.4373127264303136,1.5210060216901327,1.357686394231515,-0.2827340675131031,2.0486962531503554,-0.5948511185693618,-0.7113662142882047,0,0,0.26917599908681505,0.317817685580497,0.07067675187310248,0.05136947076108073,0.059717110356744325,HIC,High income,Europe & Central Asia,high,high,15443828.462,13938441.500999996,0.3376688248533332,0.0364736045139565,0.1631894029068323,0.0211373920529628,0.0039411762135522,0.0182456151917525,0.3559806111889456,0.0422232765168239,0.3341068825137939,0.0402920923740572,0.0045112328458579,0.2668964606791306,0.755078920469299,0.0871492900901906,0.7824383612915095,0.0,0.0,0.0,0.0,0.0,0.0,0.005970624001397109,0.018647281874038375,0.02103853182477203,0.02099785677452249,0.02099785677452249,0.0,0.0,0.0,0.0,0.0,0.0,0.052951061788196585,0.1618449822674793,0.1820819033093357,0.1817186139518647,0.1817186139518647,0.0,0.0,0.0,0.0,0.0,0.0,0.030706651546567668,0.12455461776620749,0.15130915320195606,0.14890270970402947,0.14890270970402947
FJI,0.008,0.09933333333333333,8.569724078170855,,-0.010316577777777567,1.1088974045444766,819900164.6666666,0.2222862461474723,0.016561557210526892,0.33450775442111913,-0.12894887047721182,,0.013095211674932624,-0.5061486970408325,-0.012367316459325064,0,0,0.26917599908681505,0.317817685580497,0.24901081502762404,0.023385925455056272,0.1736290622249185,UMC,Upper-middle income,East Asia & Pacific,middle,middle,842690.7139999989,1166586.6470000052,0.0474629924544297,0.0152414930350016,0.1452687868799164,0.0002649833400205,8.160437720507225e-06,0.0433975154183294,0.891751408334613,0.0389642211747542,0.5768124157176279,0.0597639183193847,0.0035936092461394,0.171781017308352,0.999243302448448,0.0578074838936158,0.9372597353242258,0.0,0.0,0.0,0.0,0.0,0.0,0.002926218787073246,0.011668003920698824,0.01385539075017177,0.01382298935532953,0.01382298935532953,0.0,0.0,0.0,0.0,0.0,0.0,0.030030098792422105,0.19059118837190958,0.23989099490746,0.23935213990621965,0.23935213990621965,0.0,0.0,0.0,0.0,0.0,0.0,0.03734928700940017,0.16940330244261703,0.20580210104012092,0.2042532558020948,0.2042532558020948
FLK,-0.8220000000000001,-1.0193333333333332,,,,,180530578.0,0.0427365760607574,-0.8197671452380001,-0.9392888498510522,,,,,-1.077723883119515,0,0,0.26917599908681505,0.317817685580497,0.06752699562951238,0.0,0.0,,,,low,low,44500.26800000001,0.0,0.0014169352867717,0.000286714904426,,0.0,0.0,,0.99733183629366,0.0030103507363997,,0.0012512284195681,0.0001654632019385,,1.0,0.0034625288427643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001168026418175905,0.0006729724097848919,0.0008381680316807661,0.0008366761503518124,0.0008366761503518124,0.0,0.0,0.0,0.0,0.0,0.0,0.02722463844764457,0.1968776763137265,0.24979231659429293,0.2497810350265755,0.2497810350265755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
