test_id,hypothesis,outcome,expected_direction,alternative,multiplicity_family,estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,n_obs,n_countries,n_years,gpr_sample,gpr_column,target_group,pvalue_for_fdr,contrast,qvalue_bh_full_reported_family,fdr_significant_0_05
E3_direct_observation_HIC_slope,E3 high-income GPR moderation,Partner diversification excluding US and China,negative exploratory,two-sided,full_reported_family,0.012113600253460359,0.010131556847555899,1.1956306849704545,0.2387103008115781,-0.008347493894534645,0.03257469440145536,0.247,999,999,462,42,11,direct_observation,gpr_country_annual,HIC,0.247,,0.86075,0
E3_direct_observation_HIC_minus_LMC,E3 formal GPR moderation difference,Partner diversification excluding US and China,two-sided exploratory,two-sided,full_reported_family,0.016738494843648616,0.04100018494711205,0.40825413020064033,0.6852114654698722,-0.06606305845271794,0.09954004814001517,0.643,999,999,462,42,11,direct_observation,gpr_country_annual,,0.643,HIC - LMC,0.993,0
E3_direct_observation_HIC_minus_UMC,E3 formal GPR moderation difference,Partner diversification excluding US and China,two-sided exploratory,two-sided,full_reported_family,-0.04886638878489872,0.0499051237485,-0.9791858052724997,0.333230943185028,-0.14965183082994135,0.05191905326014392,0.408,999,999,462,42,11,direct_observation,gpr_country_annual,,0.408,HIC - UMC,0.9617142857142856,0
