replication,threshold_eci_pre,rss_selected
827,-0.73925,455.6199963966541
828,-0.907,453.04532567426133
829,-0.907,457.47388098136594
830,-0.73925,456.7017133462162
831,-0.907,456.5207518186403
832,-0.57963333,458.2074282923586
833,-0.73925,456.3781848519769
834,0.39473333,453.2841951759428
835,0.7145,455.6023049452798
836,-0.73925,456.94654604535583
837,0.28161667,456.28048590306645
838,-0.907,457.2189956514444
839,-0.73925,454.07484064322944
840,-0.907,454.7372284600365
841,-0.907,457.4737602956964
842,-0.73925,455.99864163581384
843,-0.73925,458.0165886310651
844,-0.907,457.45172011111714
845,-0.907,456.54102029460967
846,-0.38943333,451.04114352354543
847,-0.907,457.2467607560895
848,-0.907,457.05370324353464
849,-0.38943333,456.41954891682957
850,-0.907,455.97529531119403
851,-0.907,457.8466321907372
852,-0.907,457.8108579751975
853,-0.907,457.9373488652712
854,-0.907,455.71041828970965
855,-0.57963333,456.48099375479376
856,-0.907,456.3864712176454
857,-0.73925,456.69084128944485
858,-0.38943333,454.3530111762594
859,0.39473333,454.5367020252446
860,-0.907,456.23064419047495
861,-0.38943333,456.971786797215
862,-0.907,456.529085918991
863,-0.57963333,455.5369840315492
864,-0.907,455.30057376700245
865,-0.907,457.75175787279846
866,-0.907,457.0914483998419
867,-0.21506667,457.98997736574745
868,-0.907,453.3966106315391
869,-0.73925,455.7269738231013
870,-0.907,456.4426414029242
871,-0.907,457.9770725570941
872,-0.907,457.84321793017324
873,-0.57963333,452.46171623864745
874,-0.57963333,457.4120178073979
875,-0.907,456.67095013957726
876,-0.57963333,456.32554589525574
877,-0.73925,455.95887543622473
878,-0.907,454.95292128482805
879,-0.907,456.4665458764967
880,-0.57963333,453.0818662497161
881,-0.73925,458.50625532708796
882,-0.73925,457.75220140037453
883,-0.907,456.1172188576296
884,-0.907,455.30879895395105
885,-0.73925,457.14741954663026
886,-0.907,452.759646275746
887,-0.57963333,456.0842810227979
888,-0.907,455.2965210726014
889,-0.907,457.4243324583358
