test_id,hypothesis,outcome,test_type,wald_chi2,df,p_cluster,pvalue_for_fdr,multiplicity_family,n_obs,n_countries,gpr_sample,available_groups,qvalue_bh_full_reported_family,fdr_significant_0_05
E3_direct_observation_omnibus,E3 formal equality across available income groups,Partner diversification excluding US and China,cluster_wald_omnibus,0.958813256543889,2,0.6191506693319028,0.6191506693319028,full_reported_family,462,42,direct_observation,"HIC,LMC,UMC",0.993,0
