test_id,hypothesis,outcome,expected_direction,alternative,multiplicity_family,estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,n_obs,n_countries,n_years,gpr_sample,gpr_column,target_group,pvalue_for_fdr,contrast,qvalue_bh_full_reported_family,fdr_significant_0_05
E3_profile_matched_knn_k10_HIC_slope,E3 high-income GPR moderation,Partner diversification excluding US and China,negative exploratory,two-sided,full_reported_family,0.006412483505754851,0.007518235278885773,0.8529240264352571,0.3946872552838779,-0.008409645110366471,0.021234612121876176,0.366,999,999,2288,208,11,profile_matched_knn_k10,gpr_profile_matched,HIC,0.366,,0.929076923076923,0
E3_profile_matched_knn_k10_HIC_minus_LIC,E3 formal GPR moderation difference,Partner diversification excluding US and China,two-sided exploratory,two-sided,full_reported_family,0.009792236161165868,0.011380216206345255,0.8604613465696742,0.39053029042570997,-0.012643750747016718,0.03222822306934846,0.434,999,999,2288,208,11,profile_matched_knn_k10,gpr_profile_matched,,0.434,HIC - LIC,0.9877241379310344,0
E3_profile_matched_knn_k10_HIC_minus_LMC,E3 formal GPR moderation difference,Partner diversification excluding US and China,two-sided exploratory,two-sided,full_reported_family,0.004626054923579662,0.008236478531005158,0.5616544626645327,0.5749590539049022,-0.011612083363118576,0.0208641932102779,0.557,999,999,2288,208,11,profile_matched_knn_k10,gpr_profile_matched,,0.557,HIC - LMC,0.993,0
E3_profile_matched_knn_k10_HIC_minus_UMC,E3 formal GPR moderation difference,Partner diversification excluding US and China,two-sided exploratory,two-sided,full_reported_family,0.0009885744310684508,0.011974553712333082,0.08255626512830098,0.9342841524686182,-0.02261914315969553,0.02459629202183243,0.931,999,999,2288,208,11,profile_matched_knn_k10,gpr_profile_matched,,0.931,HIC - UMC,0.993,0
