dv,n_obs,n_countries,cate_mean,cate_std,cate_p25,cate_p50,cate_p75,share_cate_positive
DV1_GVC_Linkage_Change,679,76,0.1982299317654097,0.4241780590469873,-0.06215354120234279,0.16240154015147967,0.4342268351221309,0.6863033873343152
DV2_Export_Recovery,1729,180,0.0923133421307043,0.2146254299387795,-0.042574897426183034,0.08267207446836733,0.22365782064604112,0.6847888953152111
DV3_Partner_Diversification,1729,180,-0.053647279676396535,0.1005164169210361,-0.12972448328009167,-0.05567654827033408,-0.011511089123859786,0.2128397917871602
