dv,term,coef,se,pvalue
DV1_GVC_Linkage_Change,z_eci:pe,1.1185255865912747,0.24461563085529195,4.8174536619942875e-06
DV1_GVC_Linkage_Change,z_eci:pe:C(cluster_label)[T.C1],-1.8553362620926537,0.3998481613188721,3.48237212826994e-06
