dv,term,coef,se,pvalue
DV2_Export_Recovery,z_eci:pe,-0.09285227898818289,0.21747837823821686,0.669416130048279
DV2_Export_Recovery,z_eci:pe:C(cluster_label)[T.C1],-0.025376466307031862,0.39267574930311056,0.9484729928210014
