cluster_label,n_countries,dv1_post_mean,dv2_post_mean,dv3_post_mean,pre_eci,pre_coi,pre_wgi
C0,88,0.09865384615384623,1.461252743552212,0.7714636579146332,-0.9888162878787878,-0.8266344696969696,-0.755073114240101
C1,143,0.3713358208955224,1.2913340004817142,0.8130850801007948,0.6041138497652582,0.20910046948356806,0.530193844321534
