country_iso3_code,pre_eci,pre_coi,pre_log_gdp_pc,pre_trade_open,pre_wgi,pre_rents,pre_tariff,pre_us_china_intensity,cluster,pc1,pc2,cluster_label,dv1_post_mean,dv1_pre_mean,dv1_change_post_minus_pre,dv2_post_mean,dv2_pre_mean,dv2_change_post_minus_pre,dv3_post_mean,dv3_pre_mean,dv3_change_post_minus_pre
FIN,1.4196666666666669,1.1048333333333333,10.675914981327244,75.19435634380552,1.8573132249999997,0.47815748012052134,1.8416666666666666,0.1044805973874509,1,3.351379148467841,-0.24393596413721166,C1,0.1609999999999996,0.4563999999999999,-0.29540000000000033,1.2106757504370247,1.099699742629699,0.11097600780732564,0.9439936328586009,0.9459638766587938,-0.001970243800192839
FJI,-0.07016666666666667,0.055333333333333325,8.506470583336183,,-0.18949444999999973,1.3145769181045384,12.735,0.2222862461474723,0,-0.4883732346066584,0.6772530062479039,C0,,,,1.0003110928553565,1.092640015544917,-0.0923289226895605,0.8703098729984899,0.9020473977490631,-0.03173752475057312
FLK,-0.8271666666666667,-1.0263333333333333,,,,,,0.0427365760607574,0,-0.5262230368819603,-1.0869813947470066,C0,,,,1.637302166616893,0.9562526447274027,0.6810495218894903,0.47767787239723897,0.4598914836802219,0.017786388717017043
FRA,1.2601666666666667,0.787,10.509835782888493,62.98679161306862,1.1197444944444446,0.0433604202141901,1.8416666666666666,0.1297297544106122,1,2.6278965884488765,-0.2817264325248764,C1,0.42050000000000054,0.15559999999999968,0.26490000000000086,1.0922968494600278,1.0616186354861095,0.030678213973918345,0.9459492564588136,0.9446471805119244,0.0013020759468891363
FRO,-0.5378333333333333,-1.0235,10.849350510526014,109.127483107321,,0.0,,0.1118392421652885,1,0.45339583389529736,-0.2976932085711905,C1,,,,1.0575098197200112,0.9517312596912454,0.10577856002876584,0.866390735458037,0.8773834436549248,-0.010992708196887802
FSM,-0.6526666666666666,-0.9821666666666666,7.957111996473458,108.21079671217818,0.261494013888889,0.033708595010972967,,0.2819039231078924,0,-0.40537774936793847,0.18038791660854345,C0,,,,3.0303006934283485,0.9677246633897235,2.062576030038625,0.4053223798754898,0.6810235411603717,-0.27570116128488187
GAB,-0.6084999999999999,-1.1188333333333333,8.844462795487546,79.27501284586425,-0.6387684055555553,23.350958235761933,15.25,0.228119155513842,0,-2.3380540274294885,0.553478460146202,C0,,,,1.1086194810133,1.3380856179329499,-0.2294661369196498,0.805850036822724,0.9067166801982044,-0.10086664337548035
GBR,1.3161666666666667,1.1583333333333334,10.712172975370946,60.443988915287015,1.400556175,0.5269017950544334,1.8416666666666666,0.187018653626306,1,2.950437490184089,0.09272105156553717,C1,0.1435000000000004,0.1372,0.006300000000000416,1.040952885016517,1.0981117747629112,-0.05715888974639416,0.9428625789528483,0.9460101993924613,-0.0031476204396130303
GEO,0.051166666666666666,-0.602,8.297200287122802,95.50438897777371,0.394760325,0.6637204678097999,0.5825,0.1310639290125005,1,0.5997699096818506,-0.9060995495566085,C1,,,,1.6981462097407793,1.114842403340824,0.5833038063999554,0.9300608569159721,0.9363842255641187,-0.006323368648146643
GHA,-0.8823333333333334,-0.7666666666666666,7.456320654905995,72.11842585566019,0.04987241944444445,11.424131016090646,10.453333333333333,0.2848096277710747,0,-1.702928987047279,0.42973696632796304,C0,,,,1.2389059666670916,1.0329786676614532,0.20592729900563844,0.9108553151504466,0.9208024561247611,-0.009947140974314483
GIB,0.6513333333333333,-0.741,,,,,,0.17884885187247943,1,0.1932964024696935,-0.3252702208698514,C1,,,,0.6491932019590139,1.6156495847046404,-0.9664563827456265,0.8603133284561425,0.7963444205177508,0.06396890793839172
GIN,-1.9295,-1.2371666666666667,6.641989675094628,88.23442956271104,-1.0565838611111096,16.164520508242884,12.08,0.2817030392243624,0,-3.454065341509513,0.18007606885593538,C0,,,,2.5380647440013187,0.8253184635086476,1.712746280492671,0.7108021410607563,0.8687497983203553,-0.15794765725959892
GMB,-1.013,-0.9251666666666667,6.438416756768535,48.298427316302316,-0.7034956305555552,5.923664910281141,12.58,0.3808478128434929,0,-2.711797299589617,0.889726024565376,C0,,,,1.4684879909669215,1.0644550519707545,0.404032938996167,0.7612893128774159,0.7757345120123128,-0.014445199134896947
GNB,-2.673833333333333,-1.1039999999999999,6.469893306594792,49.42333047959378,-1.236246777777776,17.886203253378202,11.9625,0.05753068078226029,0,-3.9639759723873134,-1.1533014929336367,C0,,,,0.6099422936801462,0.8611969035600464,-0.2512546098799002,0.46105866784146504,0.5941010178815794,-0.1330423500401144
GNQ,-2.0741666666666667,-1.0048333333333332,9.146068187727666,103.64249236891514,-1.2832512583333302,25.89613994795617,,0.2436590503529231,0,-2.4471178447013044,-0.500768376122422,C0,,,,0.9652830488102396,1.7886824770451042,-0.8233994282348646,0.8537789784132387,0.8959991698979412,-0.04222019148470246
GRC,0.37366666666666665,0.8496666666666667,9.796723009722497,65.26569444966343,0.22976393888888888,0.13164947768307508,1.8416666666666666,0.0777137477942163,1,1.5829911747183687,-0.8229910828697361,C1,0.05900000000000016,-0.5518000000000004,0.6108000000000006,1.4740740834284654,1.0859231522678716,0.38815093116059374,0.9623926559631952,0.9574931082337259,0.004899547729469322
