country_iso3_code,country_name,wb_region,eci_pre,exposure_pre,pre_trade_openness,z_eci_pre,z_exposure_pre,z_openness_pre
SVK,Slovakia,Europe & Central Asia,1.207,0.05916037117268249,180.57608344363348,1.2404145438959318,-0.9808153774875068,1.551168291374252
SVN,Slovenia,Europe & Central Asia,1.3713333333333333,0.061815058263014,148.24264912361417,1.4065542004004654,-0.9651181930101634,0.98151605317831
SWE,Sweden,Europe & Central Asia,1.4400000000000002,0.09606965448541828,84.07593784184485,1.4759756390210212,-0.7625705111917228,-0.14897662315026075
SWZ,Eswatini,Sub-Saharan Africa,0.3533333333333333,0.0242218212022027,88.26483953969864,0.37736452298698453,-1.1874072828969737,-0.07517632083323272
SXM,Sint Maarten,Latin America & Caribbean,0.8593333333333334,0.7599847907541214,,0.8889263862200115,3.1631646194254843,
SYC,Seychelles,Sub-Saharan Africa,0.4363333333333333,0.0396879015487962,199.6389824708178,0.4612768444263941,-1.095956234965153,1.8870195031527448
SYR,Syria,"Middle East, North Africa, Afghanistan & Pakistan",-0.5533333333333333,0.1551693349810682,52.26456069398912,-0.539268064624236,-0.4131136615799596,-0.7094312291477233
TCA,Turks and Caicos Islands,Latin America & Caribbean,0.48166666666666663,0.8074607696225772,,0.5071084738069551,3.4438904350045787,
TCD,Chad,Sub-Saharan Africa,-2.105,0.479210773991441,47.08120111823396,-2.1079903790838803,1.5029457734378358,-0.8007519454836034
TGO,Togo,Sub-Saharan Africa,-1.0153333333333332,0.2471382259398088,70.4264478649344,-1.00634628757613,0.1306990735683277,-0.38945409419842336
THA,Thailand,East Asia & Pacific,0.9329999999999999,0.2550017702161345,127.89150416736685,0.963402783963423,0.17719626926449836,0.6229684532099866
TJK,Tajikistan,Europe & Central Asia,-1.0916666666666666,0.3656692750711932,61.495902066541156,-1.0835186635183982,0.8315740472271036,-0.5467929451232775
TKL,Tokelau,,0.4426666666666667,0.1004073432313284,,0.4676797926486784,-0.7369217254279194,
TKM,Turkmenistan,Europe & Central Asia,-1.6576666666666668,0.4654905876623255,82.65688837402729,-1.655740036225697,1.421818209795389,-0.1739775153367283
TLS,Timor-Leste,East Asia & Pacific,-1.0263333333333333,0.2003800125519782,78.31544794066585,-1.0174671976464131,-0.1457825893941069,-0.25046525355164084
TON,Tonga,East Asia & Pacific,-0.8969999999999999,0.2384637997925895,82.10753257514877,-0.8867122550018713,0.0794071273484105,-0.18365609625392185
TTO,Trinidad and Tobago,Latin America & Caribbean,-0.1426666666666667,0.4025416838909625,,-0.12408742200033024,1.0496008743721676,
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",0.3693333333333333,0.073714201046863,94.460529579679,0.39354039218012377,-0.894758473372923,0.03397968973808759
TUR,Turkiye,Europe & Central Asia,0.5936666666666667,0.1166583931608438,52.93060932099735,0.6203395581589295,-0.640829146523539,-0.6976967475158833
TUV,Tuvalu,East Asia & Pacific,0.715,0.1348537815935257,,0.7430065662069016,-0.5332396796123707,
TWN,Taiwan,,1.7603333333333333,0.3916210396243143,,1.799830020158662,0.9850270237329153,
TZA,Tanzania,Sub-Saharan Africa,-1.1276666666666666,0.2709154464616526,42.941223702962866,-1.1199143692029614,0.2712939550702556,-0.8736902970780598
UGA,Uganda,Sub-Saharan Africa,-0.6733333333333333,0.15462932084012507,38.060234397361064,-0.66058708357278,-0.41630676920519755,-0.9596838372330253
UKR,Ukraine,Europe & Central Asia,0.6646666666666666,0.105053610365387,102.4465074021842,0.6921199777034847,-0.7094483133636647,0.17467708970331713
URY,Uruguay,Latin America & Caribbean,0.2313333333333333,0.294215108581718,49.00723801534745,0.25402352038929826,0.40906503019638774,-0.7668189206638629
UZB,Uzbekistan,Europe & Central Asia,-0.5856666666666667,0.2102338088184675,37.58038090499923,-0.5719568002853714,-0.08751701890160711,-0.9681379226612723
VAT,Vatican City,,0.4743333333333332,0.0339550233794772,,0.4996945337600996,-1.129854786149465,
VCT,Saint Vincent and the Grenadines,Latin America & Caribbean,0.09099999999999998,0.2091946500908044,,0.11214766767447333,-0.09366157217448728,
VEN,Venezuela,Latin America & Caribbean,-0.755,0.5440246634042492,53.58575742616005,-0.7431514159127611,1.8861907828072568,-0.6861543118821686
VGB,British Virgin Islands,Latin America & Caribbean,0.8263333333333334,0.1987175940815553,,0.855563656009162,-0.15561248215390214,
VNM,Vietnam,East Asia & Pacific,0.3046666666666666,0.3700800714023151,140.13080214905233,0.3281629208578528,0.8576551186851199,0.8386010835148161
VUT,Vanuatu,East Asia & Pacific,-1.9066666666666665,0.1083436098433735,106.1164799564145,-1.9074770005439254,-0.6899945220206448,0.23933486960208167
WSM,Samoa,East Asia & Pacific,0.3163333333333333,0.2424145640791444,77.4949603376,0.3399578254778502,0.1027680259109631,-0.264920649624711
YEM,Yemen,"Middle East, North Africa, Afghanistan & Pakistan",-1.8829999999999998,0.26948650048964634,44.42261064651182,-1.8835501940290738,0.2628445869272335,-0.8475911397885905
ZAF,South Africa,Sub-Saharan Africa,0.4736666666666666,0.25985510277746254,56.68018072623545,0.4990205392103855,0.2058940607377487,-0.631636590647644
ZMB,Zambia,Sub-Saharan Africa,-0.5943333333333333,0.2310929595667461,76.23782921185733,-0.5807187294316551,0.035823294361284945,-0.2870688554848509
ZWE,Zimbabwe,Sub-Saharan Africa,-0.9699999999999999,0.1933620448450228,58.41459024920533,-0.9605146581955689,-0.18727988455681494,-0.6010796675280847
