country_iso3_code,country_name,wb_region,eci_pre,exposure_pre,pre_trade_openness,z_eci_pre,z_exposure_pre,z_openness_pre
MWI,Malawi,Sub-Saharan Africa,-1.1486666666666665,0.1557600564740523,45.3003137160008,-1.1411451975189564,-0.409620721005579,-0.8321277184564408
MYS,Malaysia,East Asia & Pacific,0.9499999999999998,0.299873231266093,136.71653887510752,0.9805896449811333,0.44252155164313356,0.7784484038909059
NAM,Namibia,Sub-Saharan Africa,-0.3596666666666666,0.0782157849933335,95.57388931043177,-0.3434726479322804,-0.8681405740712127,0.05359492319158618
NCL,New Caledonia,East Asia & Pacific,-0.3999999999999999,0.19753179089752207,59.76468793558494,-0.3842493181899854,-0.162624145186198,-0.5772935716492091
NER,Niger,Sub-Saharan Africa,-0.8786666666666667,0.142255895875101,42.90156096529251,-0.8681774048847328,-0.4894709229014788,-0.8743890773889686
NFK,Norfolk Island,,0.9996666666666668,0.064192692338763,,1.0308022389348364,-0.9510592250652863,
NGA,Nigeria,Sub-Saharan Africa,-2.0240000000000005,0.2492748059686161,,-2.026100041293614,0.1433326871437067,
NIC,Nicaragua,Latin America & Caribbean,-1.1953333333333334,0.4300883979382974,103.54136256462313,-1.188324815998946,1.212484799080463,0.19396630864649517
NIU,Niue,,1.2233333333333334,0.0201994163594507,,1.256927410363928,-1.2111917926002824,
NLD,Netherlands,Europe & Central Asia,1.0216666666666667,0.1273313927731763,153.78306096248116,1.0530440590754029,-0.5777196205641251,1.0791273360782452
NOR,Norway,Europe & Central Asia,1.0006666666666666,0.0919430282066151,69.04436722552609,1.0318132307594075,-0.7869712830202916,-0.41380366751667624
NPL,Nepal,South Asia,-0.1326666666666666,0.14200657020668192,43.19892509079588,-0.11397750375461815,-0.4909451874301931,-0.8691500997420042
NRU,Nauru,East Asia & Pacific,1.0996666666666666,0.0346009147918715,168.19940513717816,1.1319014213919563,-1.1260356254319512,1.333115286892196
NZL,New Zealand,East Asia & Pacific,0.488,0.2923339994030443,54.89907049880545,0.5135114220292395,0.3979420176548313,-0.6630162893671513
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",-0.2606666666666666,0.2830530311172508,97.51533261027073,-0.24338445729973168,0.3430635832656841,0.08779937886857044
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",-0.4746666666666666,0.3377587509317876,28.090145395702972,-0.4597367077579683,0.666538910742945,-1.1353374179382092
PAN,Panama,Latin America & Caribbean,0.777,0.3241275270260941,111.04557678254316,0.8056880593303161,0.5859373825707779,0.3261759707204436
PCN,Pitcairn,,0.3083333333333333,0.0068246710721609,,0.3318698908812806,-1.2902767607973624,
PER,Peru,Latin America & Caribbean,-0.6353333333333334,0.4102288346240233,47.88755317486516,-0.6221693942390745,1.0950550537372137,-0.7865455902511973
