estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,test_id,outcome_key,outcome,term,pvalue_for_fdr,n_obs,n_countries,n_years,measure,measure_label,multiplicity_status
0.008081192579807467,0.00958804039771388,0.8428408980978326,0.40020461737121704,-0.01081174870995847,0.026974133869573404,0.823,999,999,market_access_robustness_established_destinations,diversification,Partner diversification excluding US and China,post_x_eci_x_exposure_x_established_destinations,0.823,2507,228,11,established_destinations,Pre-shock established non-US/China destinations,robustness_only
0.0032788994028388413,0.008008930712257464,0.40940539013785815,0.6826282263824675,-0.012502454394602566,0.019060253200280246,0.873,999,999,market_access_robustness_destination_entropy,diversification,Partner diversification excluding US and China,post_x_eci_x_exposure_x_destination_entropy,0.873,2507,228,11,destination_entropy,Pre-shock destination entropy excluding US and China,robustness_only
0.005993626976223277,0.005120817205161454,1.1704434538655444,0.24304985269182638,-0.00409678720640851,0.016084041158855065,0.551,999,999,market_access_robustness_outside_us_china_share,diversification,Partner diversification excluding US and China,post_x_eci_x_exposure_x_outside_us_china_share,0.551,2507,228,11,outside_us_china_share,Pre-shock export share outside US and China,robustness_only
