outcome_key,regime,region_min_estimate,region_max_estimate,region_sign_stability
diversification,R1,-0.0271098843293868,0.007898200446625777,0.8571428571428571
diversification,R2,0.013105563713712517,0.047358100818083726,1.0
gvc,R1,0.10183002978009496,0.37870362402768565,1.0
gvc,R2,-0.23482115402635328,0.29526671272456867,0.8571428571428571
recovery,R1,0.014854222940732442,0.04285563405101276,1.0
recovery,R2,-0.1967740221266023,-0.010316626800558941,1.0
