outcome_key,regime,excluded_country,estimate,p_cluster
gvc,R1,KOR,0.2559322862850276,0.2911109291327406
gvc,R1,KWT,0.25593228628504,0.2909139383680604
gvc,R1,LAO,0.28854411365775656,0.21747576310726627
gvc,R1,LBN,0.25593228628504,0.2909139383680604
gvc,R1,LBR,0.25593228628504,0.2909139383680604
gvc,R1,LBY,0.25593228628504,0.2909139383680604
gvc,R1,LCA,0.25593228628504,0.2909139383680604
gvc,R1,LKA,0.25593228628504,0.2909139383680604
gvc,R1,LSO,0.25593228628504,0.2909139383680604
gvc,R1,LTU,0.25593228628503123,0.29111092913273445
gvc,R1,LUX,0.2559322862850297,0.2911109291327359
gvc,R1,LVA,0.255932286285045,0.2911109291327226
gvc,R1,MAC,0.25593228628504,0.2909139383680604
gvc,R1,MAR,0.3004264907114066,0.2541432749657464
gvc,R1,MDA,0.25593228628504,0.2909139383680604
gvc,R1,MDG,0.25593228628504,0.2909139383680604
gvc,R1,MDV,0.25593228628504,0.2909139383680604
gvc,R1,MEX,0.21386343616688813,0.4640883702559586
gvc,R1,MHL,0.25593228628504,0.2909139383680604
gvc,R1,MKD,0.25593228628504,0.2909139383680604
gvc,R1,MLI,0.25593228628504,0.2909139383680604
gvc,R1,MLT,0.2559322862850372,0.2911109291327307
gvc,R1,MMR,0.13367457952384476,0.6018454604493654
gvc,R1,MNE,0.25593228628504,0.2909139383680604
gvc,R1,MNG,0.25593228628504,0.2909139383680604
gvc,R1,MNP,0.25593228628504,0.2909139383680604
gvc,R1,MOZ,0.25593228628504,0.2909139383680604
gvc,R1,MRT,0.25593228628504,0.2909139383680604
gvc,R1,MUS,0.25593228628504,0.2909139383680604
gvc,R1,MWI,0.25593228628504,0.2909139383680604
gvc,R1,MYS,0.25428318862179333,0.29517964933911217
gvc,R1,NAM,0.25593228628504,0.2909139383680604
gvc,R1,NER,0.25593228628504,0.2909139383680604
gvc,R1,NGA,0.22592460702254635,0.38467588626352767
gvc,R1,NIC,0.25593228628504,0.2909139383680604
gvc,R1,NLD,0.25593228628503245,0.29111092913273323
gvc,R1,NOR,0.2559322862850337,0.291110929132731
gvc,R1,NPL,0.25593228628504,0.2909139383680604
gvc,R1,NRU,0.25593228628504,0.2909139383680604
gvc,R1,NZL,0.25593228628503,0.29111092913273234
gvc,R1,OMN,0.25593228628504,0.2909139383680604
