estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,pvalue_for_fdr,n_obs,n_countries,n_years,test_id,outcome_key,outcome,moderator,moderator_label,multiplicity_family,block,terms_restricted,wald_chi2,wald_df,test_type,regime,post_start,regime_left,regime_right,variant,placebo_start,actual_estimate_2018,actual_p_wild_2018,magnitude_ratio_to_actual,analysis,entity,estimate_2018,se_2018,p_wild_2018,estimate_2019,se_2019,p_wild_2019,sign_stability,n_obs_2018,n_obs_2019,n_countries_2018,n_countries_2019,test,threshold_z_eci,qvalue_final_structural_family,fdr_significant_0_05
-0.0081078683229438,0.0112775897973025,-0.7189362681805592,0.4730235341594963,-0.0303467853271214,0.0141310486812337,0.539,999.0,999.0,0.539,2200.0,200.0,11.0,final_continuous_recovery_pre_real_gdp_pc_growth_slope,recovery,Log export recovery,z_pre_real_gdp_pc_growth_slope,Real GDP-per-capita growth trend,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
0.0453691510909609,0.019110922686139,2.3739906144807303,0.0185485164239734,0.0076832420333397,0.0830550601485821,0.064,999.0,999.0,0.064,2200.0,200.0,11.0,final_continuous_recovery_pre_real_gdp_pc_growth_volatility,recovery,Log export recovery,z_pre_real_gdp_pc_growth_volatility,GDP-per-capita growth volatility,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
-0.0367064142714782,0.0287352444029794,-1.2774004548808433,0.2030530694546382,-0.093395307705363,0.0199824791624066,0.45,999.0,999.0,0.45,2057.0,187.0,11.0,final_continuous_recovery_pre_manufacturing_value_added_share,recovery,Log export recovery,z_pre_manufacturing_value_added_share,Manufacturing value-added share,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
-0.1137082998266175,0.0355035956754436,-3.2027263059799016,0.0016144046420016,-0.1837731263947963,-0.0436434732584387,0.027,999.0,999.0,0.027,1958.0,178.0,11.0,final_continuous_recovery_pre_trade_openness,recovery,Log export recovery,z_pre_trade_openness,Trade openness,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6345,0
0.0206043575800667,0.0544116302925503,0.378675615291898,0.7053324504084535,-0.0866930128587348,0.1279017280188683,0.748,999.0,999.0,0.748,2200.0,200.0,11.0,final_continuous_recovery_pre_resource_rents,recovery,Log export recovery,z_pre_resource_rents,Natural-resource-rent dependence,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8862857142857143,0
-0.0329899777452774,0.0223937416182725,-1.473178457965182,0.1423319467156766,-0.0771578636785818,0.011177908188027,0.289,999.0,999.0,0.289,2134.0,194.0,11.0,final_continuous_recovery_pre_institutional_quality,recovery,Log export recovery,z_pre_institutional_quality,Institutional quality,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7148947368421051,0
0.0242192644340194,0.0157163164822451,1.5410267705782204,0.1248989001095255,-0.0067726287046755,0.0552111575727144,0.142,999.0,999.0,0.142,2200.0,200.0,11.0,final_continuous_recovery_pre_export_concentration,recovery,Log export recovery,z_pre_export_concentration,Export concentration,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
0.1011461932229986,0.0588060608588569,1.7199960641091752,0.0869877941606753,-0.0148168033292912,0.2171091897752885,0.101,999.0,999.0,0.101,2200.0,200.0,11.0,final_continuous_recovery_pre_log_population,recovery,Log export recovery,z_pre_log_population,Log population,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
0.0171445081737133,0.0083735349795333,2.047463611917564,0.0419264653745569,0.0006322610723016,0.033656755275125,0.142,999.0,999.0,0.142,2200.0,200.0,11.0,final_continuous_diversification_pre_log_real_gdp_pc,diversification,Partner diversification excluding US and China,z_pre_log_real_gdp_pc,Log real GDP per capita,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
-0.0045222584853694,0.0111144823893411,-0.4068798102290735,0.6845335470303592,-0.0264395347690015,0.0173950177982625,0.739,999.0,999.0,0.739,2200.0,200.0,11.0,final_continuous_diversification_pre_real_gdp_pc_growth_mean,diversification,Partner diversification excluding US and China,z_pre_real_gdp_pc_growth_mean,Mean real GDP-per-capita growth,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8862857142857143,0
0.0045271436070023,0.0033809089933363,1.33903149002978,0.1820879285757299,-0.0021398620079269,0.0111941492219315,0.478,999.0,999.0,0.478,2200.0,200.0,11.0,final_continuous_diversification_pre_real_gdp_pc_growth_slope,diversification,Partner diversification excluding US and China,z_pre_real_gdp_pc_growth_slope,Real GDP-per-capita growth trend,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
-0.0087538579162541,0.0045880212575318,-1.9079811153628747,0.0578332621532964,-0.0178012364602101,0.0002935206277018,0.626,999.0,999.0,0.626,2200.0,200.0,11.0,final_continuous_diversification_pre_real_gdp_pc_growth_volatility,diversification,Partner diversification excluding US and China,z_pre_real_gdp_pc_growth_volatility,GDP-per-capita growth volatility,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8316388888888889,0
0.0059172700819802,0.0096989976217117,0.6100908890558067,0.5425462546412102,-0.0132169135317741,0.0250514536957347,0.839,999.0,999.0,0.839,2057.0,187.0,11.0,final_continuous_diversification_pre_manufacturing_value_added_share,diversification,Partner diversification excluding US and China,z_pre_manufacturing_value_added_share,Manufacturing value-added share,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9175367647058823,0
0.0240075378783842,0.0062982221162521,3.811796001356372,0.0001902471732699,0.011578266085829,0.0364368096709393,0.004,999.0,999.0,0.004,1958.0,178.0,11.0,final_continuous_diversification_pre_trade_openness,diversification,Partner diversification excluding US and China,z_pre_trade_openness,Trade openness,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,0
-0.0265471066774061,0.0116183208040656,-2.284934899380337,0.0233710865963506,-0.0494579304201997,-0.0036362829346126,0.132,999.0,999.0,0.132,2200.0,200.0,11.0,final_continuous_diversification_pre_resource_rents,diversification,Partner diversification excluding US and China,z_pre_resource_rents,Natural-resource-rent dependence,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
0.0141474987210942,0.005832781194581,2.425515075764902,0.0162069390541344,0.0026433196130363,0.0256516778291521,0.265,999.0,999.0,0.265,2134.0,194.0,11.0,final_continuous_diversification_pre_institutional_quality,diversification,Partner diversification excluding US and China,z_pre_institutional_quality,Institutional quality,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6793636363636364,0
-0.0036530987785688,0.0039821897372706,-0.91735929716715,0.3600648373906777,-0.0115058038914319,0.0041996063342942,0.547,999.0,999.0,0.547,2200.0,200.0,11.0,final_continuous_diversification_pre_export_concentration,diversification,Partner diversification excluding US and China,z_pre_export_concentration,Export concentration,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
-0.019881872363487,0.0120191374954906,-1.6541846177353698,0.0996664551241622,-0.0435830892039815,0.0038193444770073,0.159,999.0,999.0,0.159,2200.0,200.0,11.0,final_continuous_diversification_pre_log_population,diversification,Partner diversification excluding US and China,z_pre_log_population,Log population,final_exploratory_structural_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6554594594594594,0
,,,0.0392907164406129,,,0.312,999.0,999.0,0.312,792.0,72.0,,moderator_block_gvc_development_reallocation_capacity,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,development_reallocation_capacity,block_eci_exposure_post_x_mod_pre_log_real_gdp_pc|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_mean|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_volatility|block_eci_exposure_post_x_mod_pre_institutional_quality,10.068424683839195,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7456271186440677,0
,,,0.6418572889827008,,,0.872,999.0,999.0,0.872,792.0,72.0,,moderator_block_gvc_industrial_trade_structure,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,industrial_trade_structure,block_eci_exposure_post_x_mod_pre_manufacturing_value_added_share|block_eci_exposure_post_x_mod_pre_trade_openness|block_eci_exposure_post_x_mod_pre_export_concentration,1.677904333957985,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9175367647058823,0
,,,0.0698774518210882,,,0.451,999.0,999.0,0.451,792.0,72.0,,moderator_block_gvc_structural_vulnerability_scale,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,structural_vulnerability_scale,block_eci_exposure_post_x_mod_pre_resource_rents|block_eci_exposure_post_x_mod_pre_log_population|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_slope,7.064263107569138,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
,,,0.3368455931283099,,,0.593,999.0,999.0,0.593,1804.0,164.0,,moderator_block_recovery_development_reallocation_capacity,recovery,Log export recovery,,,final_exploratory_structural_family,development_reallocation_capacity,block_eci_exposure_post_x_mod_pre_log_real_gdp_pc|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_mean|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_volatility|block_eci_exposure_post_x_mod_pre_institutional_quality,4.548412089837808,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8316388888888889,0
,,,0.0018889937028078,,,0.071,999.0,999.0,0.071,1804.0,164.0,,moderator_block_recovery_industrial_trade_structure,recovery,Log export recovery,,,final_exploratory_structural_family,industrial_trade_structure,block_eci_exposure_post_x_mod_pre_manufacturing_value_added_share|block_eci_exposure_post_x_mod_pre_trade_openness|block_eci_exposure_post_x_mod_pre_export_concentration,14.91697283214959,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.0595427434609556,,,0.252,999.0,999.0,0.252,1804.0,164.0,,moderator_block_recovery_structural_vulnerability_scale,recovery,Log export recovery,,,final_exploratory_structural_family,structural_vulnerability_scale,block_eci_exposure_post_x_mod_pre_resource_rents|block_eci_exposure_post_x_mod_pre_log_population|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_slope,7.424036445031316,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6704150943396228,0
,,,0.1742169869470401,,,0.412,999.0,999.0,0.412,1804.0,164.0,,moderator_block_diversification_development_reallocation_capacity,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,development_reallocation_capacity,block_eci_exposure_post_x_mod_pre_log_real_gdp_pc|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_mean|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_volatility|block_eci_exposure_post_x_mod_pre_institutional_quality,6.354123563144341,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7957808219178082,0
,,,1.943099929603025e-06,,,0.006,999.0,999.0,0.006,1804.0,164.0,,moderator_block_diversification_industrial_trade_structure,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,industrial_trade_structure,block_eci_exposure_post_x_mod_pre_manufacturing_value_added_share|block_eci_exposure_post_x_mod_pre_trade_openness|block_eci_exposure_post_x_mod_pre_export_concentration,29.29330761522712,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,0
,,,1.917847070101877e-05,,,0.01,999.0,999.0,0.01,1804.0,164.0,,moderator_block_diversification_structural_vulnerability_scale,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,structural_vulnerability_scale,block_eci_exposure_post_x_mod_pre_resource_rents|block_eci_exposure_post_x_mod_pre_log_population|block_eci_exposure_post_x_mod_pre_real_gdp_pc_growth_slope,24.54954382493188,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3525,0
0.2586986087629148,0.2431441038299819,1.0639723714781475,0.2907548531813159,-0.2256692842097368,0.7430665017355665,0.388,999.0,999.0,0.388,836.0,76.0,11.0,regime_slope_2018_gvc_R1,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,,,regime_specific_slope,R1,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.7705352112676056,0
-0.1322672159692149,0.2952636798492764,-0.4479630411594597,0.6554712158703176,-0.7204626285955866,0.4559281966571568,0.682,999.0,999.0,0.682,836.0,76.0,11.0,regime_slope_2018_gvc_R2,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,,,regime_specific_slope,R2,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.8546578947368421,0
0.0279121726150021,0.030995623670487,0.9005197931080561,0.3689321878341081,-0.0332098503251793,0.0890341955551836,0.535,999.0,999.0,0.535,2200.0,200.0,11.0,regime_slope_2018_recovery_R1,recovery,Log export recovery,,,final_exploratory_structural_family,,,,,regime_specific_slope,R1,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
-0.1412083227769354,0.1102153383592895,-1.2812039129854351,0.2016130272020045,-0.3585481805314577,0.0761315349775868,0.303,999.0,999.0,0.303,2200.0,200.0,11.0,regime_slope_2018_recovery_R2,recovery,Log export recovery,,,final_exploratory_structural_family,,,,,regime_specific_slope,R2,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.7366034482758621,0
-0.0178120187656477,0.0129209458516596,-1.3785383028565144,0.1695848942112795,-0.0432915624957505,0.0076675249644549,0.562,999.0,999.0,0.562,2200.0,200.0,11.0,regime_slope_2018_diversification_R1,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,,,regime_specific_slope,R1,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
0.026498640887776,0.0170412722910649,1.5549684574707412,0.1215424954800106,-0.0071060075289654,0.0601032893045175,0.164,999.0,999.0,0.164,2200.0,200.0,11.0,regime_slope_2018_diversification_R2,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,,,regime_specific_slope,R2,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.6554594594594594,0
-0.3909658247321297,0.3824914324078671,-1.0221557703159898,0.3099929537713899,-1.1529278311192446,0.3709961816549851,0.348,999.0,999.0,0.348,836.0,76.0,11.0,pairwise_2018_gvc_R2_minus_R1,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,,,pairwise_regime_difference,,2018.0,R2,R1,,,,,,,,,,,,,,,,,,,,,0.7705352112676056,0
,,,0.3067071807411785,,,0.348,999.0,999.0,0.348,836.0,76.0,11.0,omnibus_2018_gvc_regime_equality,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,,,omnibus_regime_equality,,2018.0,R2,R1,,,,,,,,,,,,,,,,,,,,,0.7705352112676056,0
-0.1691204953919376,0.1144908271276574,-1.4771532325761614,0.141215369665656,-0.394891431203118,0.0566504404192426,0.203,999.0,999.0,0.203,2200.0,200.0,11.0,pairwise_2018_recovery_R2_minus_R1,recovery,Log export recovery,,,final_exploratory_structural_family,,,,,pairwise_regime_difference,,2018.0,R2,R1,,,,,,,,,,,,,,,,,,,,,0.6704150943396228,0
,,,0.1396345668693518,,,0.203,999.0,999.0,0.203,2200.0,200.0,11.0,omnibus_2018_recovery_regime_equality,recovery,Log export recovery,,,final_exploratory_structural_family,,,,,omnibus_regime_equality,,2018.0,R2,R1,,,,,,,,,,,,,,,,,,,,,0.6704150943396228,0
0.0443106596534238,0.0213858785884456,2.0719588147930468,0.0395584536375385,0.0021386364163649,0.0864826828904827,0.091,999.0,999.0,0.091,2200.0,200.0,11.0,pairwise_2018_diversification_R2_minus_R1,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,,,pairwise_regime_difference,,2018.0,R2,R1,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.0382692822172624,,,0.091,999.0,999.0,0.091,2200.0,200.0,11.0,omnibus_2018_diversification_regime_equality,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,,,omnibus_regime_equality,,2018.0,R2,R1,,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.0118767896476902,,,0.144,999.0,999.0,0.144,836.0,76.0,,corrected_event_pretrend_full_sample_gvc,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,14.668501159495635,5.0,joint_pretrend,,,,,full_sample,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.0542374807932853,,,0.224,999.0,999.0,0.224,836.0,76.0,,corrected_event_pretrend_pooled_regime_interacted_gvc,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,18.04330774741731,10.0,joint_pretrend,,,,,pooled_regime_interacted,,,,,,,,,,,,,,,,,,,,0.6704150943396228,0
,,,4.740199236778345e-07,,,0.11,999.0,999.0,0.11,374.0,34.0,,corrected_event_pretrend_regime_R1_gvc,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,37.50651364854007,5.0,joint_pretrend,,,,,regime_R1,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.9243236355809046,,,0.956,999.0,999.0,0.956,462.0,42.0,,corrected_event_pretrend_regime_R2_gvc,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,1.3999052643859038,5.0,joint_pretrend,,,,,regime_R2,,,,,,,,,,,,,,,,,,,,0.956,0
,,,0.0030025235356544,,,0.076,999.0,999.0,0.076,2200.0,200.0,,corrected_event_pretrend_full_sample_recovery,recovery,Log export recovery,,,final_exploratory_structural_family,,,17.955634774820776,5.0,joint_pretrend,,,,,full_sample,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.0052873073697908,,,0.18,999.0,999.0,0.18,2200.0,200.0,,corrected_event_pretrend_pooled_regime_interacted_recovery,recovery,Log export recovery,,,final_exploratory_structural_family,,,25.030865148290165,10.0,joint_pretrend,,,,,pooled_regime_interacted,,,,,,,,,,,,,,,,,,,,0.6678947368421052,0
,,,6.799555389782053e-05,,,0.116,999.0,999.0,0.116,1166.0,106.0,,corrected_event_pretrend_regime_R1_recovery,recovery,Log export recovery,,,final_exploratory_structural_family,,,26.60797101264662,5.0,joint_pretrend,,,,,regime_R1,,,,,,,,,,,,,,,,,,,,0.6549677419354838,0
,,,0.2031239185374778,,,0.244,999.0,999.0,0.244,1034.0,94.0,,corrected_event_pretrend_regime_R2_recovery,recovery,Log export recovery,,,final_exploratory_structural_family,,,7.243899475600527,5.0,joint_pretrend,,,,,regime_R2,,,,,,,,,,,,,,,,,,,,0.6704150943396228,0
,,,0.2456314091624762,,,0.746,999.0,999.0,0.746,2200.0,200.0,,corrected_event_pretrend_full_sample_diversification,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,6.6789671078426345,5.0,joint_pretrend,,,,,full_sample,,,,,,,,,,,,,,,,,,,,0.8862857142857143,0
,,,0.0010145552453781,,,0.216,999.0,999.0,0.216,2200.0,200.0,,corrected_event_pretrend_pooled_regime_interacted_diversification,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,29.54976282330496,10.0,joint_pretrend,,,,,pooled_regime_interacted,,,,,,,,,,,,,,,,,,,,0.6704150943396228,0
,,,0.0027763760809398,,,0.425,999.0,999.0,0.425,1166.0,106.0,,corrected_event_pretrend_regime_R1_diversification,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,18.139654626959256,5.0,joint_pretrend,,,,,regime_R1,,,,,,,,,,,,,,,,,,,,0.8085918367346939,0
,,,0.2366884509470004,,,0.375,999.0,999.0,0.375,1034.0,94.0,,corrected_event_pretrend_regime_R2_diversification,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,6.790559420701373,5.0,joint_pretrend,,,,,regime_R2,,,,,,,,,,,,,,,,,,,,0.7705352112676056,0
-0.0288215459308209,0.3110660597276009,-0.0926541004057462,0.9264254161891956,-0.6484969135511648,0.5908538216895228,0.937,999.0,999.0,0.937,456.0,76.0,6.0,placebo_2014_gvc,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,,,,,,,,,2014.0,0.2357728268399806,0.38,0.1222428653764337,,,,,,,,,,,,,,,,0.9436928571428572,0
-0.0061350095585322,0.032154997373344,-0.1907949015607159,0.8488807905319453,-0.069543267059296,0.0572732479422315,0.883,999.0,999.0,0.883,1200.0,200.0,6.0,placebo_2014_recovery,recovery,Log export recovery,,,final_exploratory_structural_family,,,,,,,,,,,2014.0,-0.0530276686539071,0.407,0.1156944990090608,,,,,,,,,,,,,,,,0.9175367647058823,0
-0.0081364481690598,0.0090504973252112,-0.8990056431920987,0.3697361614903605,-0.0259836355982431,0.0097107392601233,0.53,999.0,999.0,0.53,1200.0,200.0,6.0,placebo_2014_diversification,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,,,,,,,,,2014.0,-0.013234655899455,0.472,0.6147835070948023,,,,,,,,,,,,,,,,0.8085918367346939,0
0.1692798223163338,0.3221535021777678,0.5254632377794962,0.6008113224527815,-0.4724828632913632,0.811042507924031,0.562,999.0,999.0,0.562,456.0,76.0,6.0,placebo_2015_gvc,gvc,Adverse forward-GVC deviation stability,,,final_exploratory_structural_family,,,,,,,,,,,2015.0,0.2357728268399806,0.38,0.7179785074690747,,,,,,,,,,,,,,,,0.8085918367346939,0
0.0269283053512454,0.0241682942318635,1.1141996655992017,0.2665374260904107,-0.0207305206226797,0.0745871313251707,0.226,999.0,999.0,0.226,1200.0,200.0,6.0,placebo_2015_recovery,recovery,Log export recovery,,,final_exploratory_structural_family,,,,,,,,,,,2015.0,-0.0530276686539071,0.407,0.5078161275955201,,,,,,,,,,,,,,,,0.6704150943396228,0
-0.0115154457278794,0.0093459128884487,-1.2321370705383032,0.2193517314149791,-0.0299451798102628,0.0069142883545039,0.461,999.0,999.0,0.461,1200.0,200.0,6.0,placebo_2015_diversification,diversification,Partner diversification excluding US and China,,,final_exploratory_structural_family,,,,,,,,,,,2015.0,-0.013234655899455,0.472,0.8700978563676626,,,,,,,,,,,,,,,,0.8085918367346939,0
