estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,test_id,hypothesis,outcome,test_type,expected_direction,alternative,pvalue_for_fdr,n_obs,n_countries,n_years,within_r2,inference,outcome_key,moderator,moderator_label,model,focal_term,focal_label,regime,regime_reference,regime_left,regime_right,wald_chi2,wald_df,available_regimes,placebo_post_start,qvalue_bh_full_structural_family,fdr_significant_0_05
0.1898086509618218,0.16584090393469753,1.1445225300783572,0.25595229756949434,-0.14042277793332741,0.5200400798569711,,0,0,adjustment_C_region_x_year_gvc_eci_exposure_post_x_moderator,Progressive confounding adjustment,Adverse forward-GVC deviation stability,coefficient,two-sided,two-sided,0.25595229756949434,858,78,11.0,0.09788708507641042,country_clustered,gvc,,,C_region_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
0.2957903975011279,0.23849523070562342,1.2402361113301439,0.21865413362862138,-0.1791142789206115,0.7706950739228673,,0,0,adjustment_D_country_trends_gvc_eci_exposure_post,Progressive confounding adjustment,Adverse forward-GVC deviation stability,coefficient,two-sided,two-sided,0.21865413362862138,858,78,11.0,0.24010826446722888,country_clustered,gvc,,,D_country_trends,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
-0.35838692374155423,0.22352897534810331,-1.603313052294163,0.11295996109700863,-0.8034899784001268,0.0867161309170183,,0,0,adjustment_D_country_trends_gvc_eci_exposure_post_x_moderator,Progressive confounding adjustment,Adverse forward-GVC deviation stability,coefficient,two-sided,two-sided,0.11295996109700863,858,78,11.0,0.24010826446722888,country_clustered,gvc,,,D_country_trends,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.78,0
0.07396035136113578,0.25192940225969734,0.2935757029459188,0.7699267199555415,-0.428251733414474,0.5761724361367455,,0,0,adjustment_E_gps_overlap_gvc_eci_exposure_post,Progressive confounding adjustment,Adverse forward-GVC deviation stability,coefficient,two-sided,two-sided,0.7699267199555415,803,73,11.0,0.011535489333786009,country_clustered,gvc,,,E_gps_overlap,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.8623179263502064,0
0.12215470052748448,0.21432741451324644,0.5699443573511439,0.5704896119506571,-0.3050991916415092,0.5494085926964781,,0,0,adjustment_E_gps_overlap_gvc_eci_exposure_post_x_moderator,Progressive confounding adjustment,Adverse forward-GVC deviation stability,coefficient,two-sided,two-sided,0.5704896119506571,803,73,11.0,0.011535489333786009,country_clustered,gvc,,,E_gps_overlap,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
-0.06467125651188238,0.07411035834141663,-0.8726345137065785,0.3837844237653935,-0.21070345819531988,0.08136094517155512,,0,0,adjustment_A_FE_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.3837844237653935,2507,228,11.0,0.03135911961200799,country_clustered,recovery,,,A_FE,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
0.04055059641271254,0.051100893943418095,0.7935398636589907,0.4282920442425482,-0.060142157172029295,0.14124334999745436,,0,0,adjustment_A_FE_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.4282920442425482,2507,228,11.0,0.03135911961200799,country_clustered,recovery,,,A_FE,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
-0.023552055074456655,0.04836455763741672,-0.4869693061399131,0.6269263579320246,-0.11904524455300526,0.07194113440409196,,0,0,adjustment_B_structural_x_year_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.6269263579320246,1826,166,11.0,0.28008095642016095,country_clustered,recovery,,,B_structural_x_year,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
0.023140411216711006,0.03534229294623903,0.654751270720071,0.5135395946712348,-0.046641024648435475,0.0929218470818575,,0,0,adjustment_B_structural_x_year_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.5135395946712348,1826,166,11.0,0.28008095642016095,country_clustered,recovery,,,B_structural_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,,,,,,,,,0.789415883135952,0
-0.05434365276027014,0.07740679106497989,-0.7020527787368273,0.48336546132959596,-0.20687137462599572,0.09818406910545543,,0,0,adjustment_C_region_x_year_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.48336546132959596,2507,228,11.0,0.05693659714475052,country_clustered,recovery,,,C_region_x_year,eci_exposure_post,ECI x exposure x post,,,,,,,,,0.789415883135952,0
