country_iso3_code,country_name,wb_region,pre_log_real_gdp_pc,pre_real_gdp_pc_growth_mean,pre_real_gdp_pc_growth_slope,pre_real_gdp_pc_growth_volatility,pre_manufacturing_value_added_share,pre_trade_openness,pre_resource_rents,pre_institutional_quality,pre_export_concentration,pre_log_population,eci_pre,coi_pre,exposure_pre,gvc_pre_mean,gvc_pre_slope,gvc_pre_n,recovery_pre_mean,recovery_pre_slope,recovery_pre_n,diversification_pre_mean,diversification_pre_slope,diversification_pre_n,exposure_tercile,eci_tercile_legacy_reference,coi_tercile_legacy_reference,z_pre_log_real_gdp_pc,z_pre_real_gdp_pc_growth_mean,z_pre_real_gdp_pc_growth_slope,z_pre_real_gdp_pc_growth_volatility,z_pre_manufacturing_value_added_share,z_pre_trade_openness,z_pre_resource_rents,z_pre_institutional_quality,z_pre_export_concentration,z_pre_log_population,z_eci_pre,z_coi_pre,z_exposure_pre,structural_complete_case
ASM,American Samoa,East Asia & Pacific,9.41245158699119,-0.0022916099295148483,-0.011907545343035923,0.03988644114802366,,168.00779427435035,0.0,0.8843861305555554,0.16619790491689837,10.879975582227708,0.6133333333333333,-0.2173333333333333,0.0,,,0,0.25325310646579346,-0.1393479221466144,6,0.8338020950831014,0.027919660680317676,6,low,high,middle,0.4880213949486114,-0.6141525828663108,-0.709521408877738,0.4525205226085642,,1.3297394760892915,-0.6775255797593016,1.009609979012513,-0.17876792837588087,-1.8678665038134248,0.6402223973754964,-0.01696806738657636,-1.3306310915232185,0
ATA,Antarctica,,,,,,,,,,0.3384218383750164,,1.1843333333333332,-0.313,0.0,,,0,0.27995757442273916,-0.20075433185566868,6,0.6615781616249837,0.0389434995177281,6,low,high,middle,,,,,,,,,0.8994310398840165,,1.2174987292056512,-0.12595142599552916,-1.3306310915232185,0
ATF,French Southern and Antarctic Lands,,,,,,,,,,0.6219987735397468,,0.3739999999999999,-0.7146666666666667,0.14002688632679303,,,0,-0.12510304879694567,0.0983506304433004,6,0.355641448446468,-0.030926103936834433,6,middle,middle,middle,,,,,,,,,2.6747496775301016,,0.3982583540281226,-0.5835296389704006,-0.5026510729119951,0
ATG,Antigua and Barbuda,Latin America & Caribbean,9.694585690293565,0.012174431695917675,0.009318627871778954,0.01833224192436044,2.6992868814149684,132.82698809923647,0.0,0.6372551250000001,0.31614406161703196,11.396193800740008,0.293,-0.5219999999999999,0.3848999521355172,,,0,0.22159562346789188,-0.18066078161364826,6,0.6646319891378504,0.011762474310065186,6,high,middle,middle,0.6863594687628274,-0.12891508317310665,0.4415857131314787,-0.21594370864752502,-1.3424199549924452,0.7099220827113505,-0.6775255797593016,0.7376459430654205,0.7599621784239201,-1.6469372297872849,0.31636801623785554,-0.3640439899251924,0.9452851835046426,1
AUS,Australia,East Asia & Pacific,10.946579550967622,0.008908177943053274,-0.0004761538101099386,0.0023113690288667408,6.225952295472184,41.793872901472746,4.627647393704632,1.5869149638888889,0.1613161934862943,16.978782595764024,0.2156666666666666,-0.0159999999999999,0.36654466641764755,-0.1361666666666661,-0.07002857142858956,6,0.09150715589641219,-0.04000616960747628,6,0.8976310564427422,0.007114893261151507,6,high,middle,middle,1.566501386548585,-0.23847572494653163,-0.08959071883499584,-0.7128019019401086,-0.7698291496504917,-0.893904387100043,-0.1663952007838406,1.782732624845736,-0.20932962861192753,0.7422796661710909,0.2381846484710161,0.2123906385360978,0.836750242758852,1
AUT,Austria,Europe & Central Asia,10.696607943089171,0.0037420286311590444,0.005827558817290701,0.009319685240821395,17.317251846859502,104.26167474886716,0.1694567743032855,1.4855256361111113,0.11370547350696732,15.96779541904804,1.4406666666666668,0.4036666666666666,0.08637945461232589,-0.6668333333333306,0.3480857142857721,6,0.051774908519115315,-0.018843260904764136,6,0.8686788234282737,0.0012331540795630536,6,low,high,high,1.39077329613153,-0.41176496605711577,0.25226310601911334,-0.49545173919870406,1.0309586758981557,0.20665680863771846,-0.6588088328032939,1.6711551612149804,-0.5073940621031343,0.3096008977903553,1.4766496335707353,0.6904744311795524,-0.8198687349952919,1
AZE,Azerbaijan,Europe & Central Asia,8.585507227554196,0.0013846191763477122,-0.01616708098231519,0.03162875090251052,4.629863953757883,79.25054697049167,20.994422223987815,-0.6760239111111103,0.11410529545131391,16.07548931687594,-0.898,-1.2590000000000001,0.06027554462789359,,,0,0.287249646091853,-0.15392694932395254,6,0.8767585373878258,-0.0033158003616759815,6,low,low,low,-0.09331403909667892,-0.49084005095073946,-0.9405183842253365,0.1964232997593961,-1.0289706903637916,-0.23399062700863477,1.6413388614502507,-0.7075983158755899,-0.5048909976380146,0.3556913568460866,-0.8877232468264427,-1.203633557466637,-0.9742213485661928,1
BDI,Burundi,Sub-Saharan Africa,5.55483038993643,0.004283136168278823,0.001055586360751398,0.01754760858698133,11.298351146476884,,17.646930282535667,-1.247976680555553,0.32028449922780766,16.19873501349408,-1.1833333333333333,-0.8463333333333335,0.1005692265587808,,,0,0.1353602232144079,-0.0847365279689042,6,0.6473821057814227,0.04305990072735627,6,low,low,low,-2.2238562149294494,-0.3936144812751879,-0.0065236015594489685,-0.2402776825171368,0.05372755395271023,,1.2716035123440594,-1.3370239243683277,0.7858831725067109,0.40843762054666227,-1.1761929141040914,-0.7335241569165204,-0.7359645081106388,0
BEL,Belgium,Europe & Central Asia,10.614301807080388,0.007564929542553856,0.001863502748472458,0.005655755171325781,12.521952059984933,159.59316534277968,0.048896884083803514,1.2899539277777778,0.0834634882191969,16.235194283568685,1.178,1.118,0.0903829733039886,-0.8948333333333333,0.4824857142857881,6,0.06896314214689465,-0.027688994322940932,6,0.9063161045291933,0.0011024544611516179,6,low,high,high,1.3329127245522852,-0.283532590687836,0.03729015132392883,-0.6090818570178157,0.25239188703348864,1.1814900771230425,-0.6721248478611727,1.4559313733465487,-0.6967224363928466,0.4240413318847067,1.211095780983367,1.504242157656855,-0.7961958992436123,1
BEN,Benin,Sub-Saharan Africa,6.9043668025904745,0.01801802110453412,-0.005568980695735999,0.021519928741647983,10.267926289456975,58.73750700572976,4.006631432883075,-0.26942074444444425,0.11333939880941259,16.230685158439346,-1.0120000000000002,-0.7360000000000001,0.3868031863114347,,,0,0.09000147184112646,-0.03247426231689592,6,0.875762517657635,-0.00812255887611391,6,high,low,middle,-1.2751426439894484,0.06709767465593444,-0.3657775396940899,-0.11708340789165497,-0.11357263743307375,-0.595390502211327,-0.2349873160423076,-0.26013751269977764,-0.5096858536868258,0.4221115322271341,-1.0029763148275597,-0.6078325482072403,0.9565390213191891,1
BES,Bonaire,,,,,,,,,,0.5223999258496471,,0.5576666666666666,-0.7503333333333334,0.0024471579998479004,,,0,-1.405720313941897,1.1549370935999501,6,0.4406272658890966,0.06101231466499275,6,low,middle,middle,,,,,,,,,2.0512162773627267,,0.5839438524743663,-0.6241610653507419,-1.316161028098899,0
BFA,Burkina Faso,Sub-Saharan Africa,6.447721023706862,0.02160983513311674,0.00267082994525661,0.010196223397433646,10.758043986779514,60.0581926816049,11.67052091374275,-0.456716283333333,0.383289383455955,16.732951871146664,-1.4436666666666664,-1.2033333333333334,0.0511027976891728,,,0,0.002582435111758518,0.01713622725995965,6,0.5823818686044201,0.028100195190722443,6,low,low,low,-1.596161064446406,0.18757865374618335,0.08107195205668417,-0.46826750475109946,-0.033996932319783554,-0.5721225887639212,0.6115004133613644,-0.4662534978494314,1.18032196975229,0.6370698894228897,-1.4393877857674602,-1.1402181536767584,-1.0284598693265081,1
BGD,Bangladesh,South Asia,7.0873334404112756,0.0536768028119786,0.0022660236380141747,0.004419600312944084,17.6967718285379,40.390213797126734,1.013301509134369,-0.9556066305555552,0.07997569548190982,18.882144425437072,-0.8476666666666667,-1.0913333333333333,0.2735443648874374,-0.0686666666666665,-0.03531428571429491,6,-0.1364403081738879,0.08654600110666176,6,0.9267729147415408,-0.0007225423292429262,6,high,low,low,-1.1465185248458354,1.2632077458039415,0.05911908195686847,-0.64741894848417,1.092577691721547,-0.9186341310097317,-0.5656049556674925,-1.015274985544147,-0.718557581226313,1.5568738284046595,-0.8368366583230257,-1.0126278801833501,0.2868387692427905,1
BGR,Bulgaria,Europe & Central Asia,8.879600199286097,0.03311459136548258,0.00724060057725997,0.014016360196213537,,127.180828072228,0.9052266812802868,0.033187316666666695,0.0553410442529625,15.766396393035707,0.6733333333333333,1.6456666666666664,0.0450697029393897,-0.44311111111111057,0.21310476190481636,6,0.02577758614809807,0.0005899198829554744,6,0.9406083096697153,-0.0010785774511215124,6,low,high,high,0.11343102593748201,0.5734851299835,0.3288931427730676,-0.34979291972981935,,0.6104477223707778,-0.5775419774453211,0.07287820673572395,-0.8727815325968851,0.22340684455700155,0.7008819068497684,2.10535942831181,-1.0641336033803437,0
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",10.081292782568426,-0.002425149549662109,-0.0035616892818036137,0.011724934351448987,16.250324094596564,158.19294761574432,17.328466890707634,-0.19793244999999934,0.1119083774704331,14.109425954999272,0.6273333333333334,-0.4573333333333333,0.13268434639028207,,,0,0.1204237191646929,-0.07002872713929963,6,0.8735856803699753,-0.011449823548139332,6,middle,high,middle,0.9582115380955846,-0.6186319306428523,-0.2569210152918098,-0.42085731882469535,0.8577318598597446,1.1568209635895792,1.236428767963943,-0.1814656963634227,-0.5186446882707589,-0.48573758861151206,0.6543762829194933,-0.29037579630102234,-0.546067566078156,1
BHS,The Bahamas,Latin America & Caribbean,10.333141426404827,-0.0037023959317995293,0.010225275272422842,0.0253157489087909,2.7273148007185917,75.7603570776402,0.015785106032619633,0.7512369222222223,0.14422968903750888,12.856833075255373,0.6003333333333334,-0.3473333333333333,0.3367431975320754,,,0,0.34506421193082676,-0.2396008144592626,6,0.8439381602270583,0.004747062063716614,6,high,high,middle,1.1352591701491257,-0.6614748766959695,0.4907537034927326,0.0006370410884168553,-1.3378693308186431,-0.29548098601329836,-0.6757820918609806,0.8630812340657238,-0.31629880007338806,-1.0218179237257172,0.6270795036560709,-0.16506392054856794,0.6605339359495184,1
BIH,Bosnia and Herzegovina,Europe & Central Asia,8.427501254327861,0.041705729551412676,0.003116500214932129,0.011233741263318426,11.319670478699365,89.96842197950387,1.4276207907717948,-0.3083765166666664,0.08430331847415584,15.080598260585516,0.4083333333333334,0.588,0.0176326778355894,,,0,-0.012531100917525953,0.026548953203760016,6,0.9128554662008886,0.0020316255149429242,6,low,middle,high,-0.20439100573784022,0.8616594986740012,0.10524089745722383,-0.43609077782024125,0.05718896924829371,-0.04516251097371224,-0.5198427889716746,-0.30300776693264647,-0.6914647228089771,-0.07009865001339845,0.4329690733384006,0.9004667563041199,-1.2263689365510309,1
BLM,Saint Barthélemy,,,,,,,,,,0.3249599854346498,,0.6896666666666667,-0.3813333333333333,0.0,,,0,-0.5594453388156427,0.4451412981432171,5,0.6750400145653501,0.0385171787867773,5,low,high,middle,,,,,,,,,0.8151538104668903,,0.7173947733177647,-0.20379668214478108,-1.3306310915232185,0
BLR,Belarus,Europe & Central Asia,8.702734093488298,-0.0029204740644793504,-0.001071536151221694,0.028836550152980048,21.71498157292335,126.34076045688299,1.4106421383098133,-0.6003764222222213,0.2722129241218724,16.06201863831157,0.8736666666666667,0.5786666666666668,0.0394857241820794,-0.7547222222222217,0.46913333333339735,6,0.15533707722600987,-0.07736778982567329,6,0.7131246473679506,-0.01438892223637744,6,low,high,high,-0.010904466781599412,-0.6352467058059565,-0.12187863273432843,0.10982827907783684,1.7449758308814594,0.5956473645559905,-0.5217181058074367,-0.6243493672410966,0.48493357949063975,0.3499262227823515,0.9034172690388653,0.8898342335130026,-1.097151711235805,1
BLZ,Belize,Latin America & Caribbean,8.698355115481851,-0.0046315331407750905,-0.01605697311430649,0.026637460633491556,7.049660804880616,104.20497261874284,1.839787961229862,-0.17222169166666643,0.15295931282356426,12.774092751480735,-0.3436666666666666,-0.5933333333333334,0.3456807806300158,,,0,0.060538802004972525,-0.02600816466358467,6,0.8843582658900142,-0.0025009006533363346,6,high,middle,middle,-0.01398285416159859,-0.6926411229870479,-0.934547173599127,0.04162752293495272,-0.6360915070351147,0.20565782736600743,-0.4743183260828061,-0.1531713850613078,-0.26164744488464553,-1.057228839126765,-0.3272967787391412,-0.44530684268587506,0.7133819311731049,1
BMU,Bermuda,North America,11.5720310916245,-0.0005671968411757433,0.010087831421588906,0.025525256336609684,0.5006762945006772,74.16783226145068,0.0,1.0193070527777777,0.33641467194922736,11.05942432961424,0.632,-0.5806666666666667,0.2914330399941181,,,0,-0.28915668627505475,-0.028766709235896575,6,0.5863757555810963,-0.010691946368846546,6,high,high,middle,2.0061889407506706,-0.5563102292294441,0.4833000473875949,0.007134532376591142,-1.6993872481120684,-0.3235381765036772,-0.6775255797593016,1.1580884690294633,0.8868652789821619,-1.7910666543248464,0.6590942447674922,-0.4308769903265015,0.39261463797983315,1
BOL,Bolivia,Latin America & Caribbean,7.981364746309544,0.03466728702487583,-0.0057922156359000165,0.00972839604902543,10.437374903388069,70.22568838599626,7.825214535752664,-0.5829804027777775,0.15169762733848846,16.206787109161212,-1.3310000000000002,-1.1393333333333333,0.1775280985556328,,,0,0.21488483808775113,-0.11044240299059709,6,0.8082302512343739,0.0271363508698603,6,middle,low,low,-0.5180214907548178,0.6255675295131601,-0.37788369405849276,-0.4827763178862656,-0.08606089278949511,-0.3929910858270965,0.18678073637547382,-0.6052053037639564,-0.26954616117199603,0.411883728386977,-1.3254827068657722,-1.0673094259662395,-0.28090612653995695,1
BRA,Brazil,Latin America & Caribbean,9.104637344842866,-0.0121244952830736,-0.0069173286846960355,0.029084000172438382,10.586923095977733,25.232113190041716,3.0751397315857347,-0.06271535555555537,0.06961655241739,19.117927164486755,0.6353333333333334,0.5656666666666667,0.3483768623059676,-0.11805555555555536,-0.060714285714301576,6,0.08267372905947924,-0.04155822033404991,6,0.9667732407725809,0.00011286419500518109,6,high,high,high,0.27163038384546073,-0.9439791399351399,-0.43889919743856803,0.11750249073910436,-0.06178018850407284,-1.1856903877674299,-0.3378719279823406,-0.032661273173054096,-0.7834104570139753,1.657783303309021,0.6624642175160629,0.8750246481968034,0.729323882142594,1
BRB,Barbados,Latin America & Caribbean,9.938310997294442,-0.002367947831250916,0.005864367002957717,0.014153770763798852,5.467034266764351,,0.25412386028177475,1.020279822222222,0.10197603691522372,12.537590289330938,0.444,0.226,0.41177358563990546,,,0,0.16932414076659616,-0.10396454931066682,6,0.8926938533310945,0.034842891002134176,6,high,middle,high,0.857696458387668,-0.6167132012807577,0.25425923430096337,-0.3455313812484204,-0.8930473839389617,,-0.6494572301289405,1.1591589874921806,-0.5808255891711379,-1.1584463386151223,0.46902778174810666,0.48807676519149734,1.104189177964577,0
