country_iso3_code,country_name,wb_region,pre_log_real_gdp_pc,pre_real_gdp_pc_growth_mean,pre_real_gdp_pc_growth_slope,pre_real_gdp_pc_growth_volatility,pre_manufacturing_value_added_share,pre_trade_openness,pre_resource_rents,pre_institutional_quality,pre_export_concentration,pre_log_population,eci_pre,coi_pre,exposure_pre,gvc_pre_mean,gvc_pre_slope,gvc_pre_n,recovery_pre_mean,recovery_pre_slope,recovery_pre_n,diversification_pre_mean,diversification_pre_slope,diversification_pre_n,exposure_tercile,eci_tercile_legacy_reference,coi_tercile_legacy_reference,z_pre_log_real_gdp_pc,z_pre_real_gdp_pc_growth_mean,z_pre_real_gdp_pc_growth_slope,z_pre_real_gdp_pc_growth_volatility,z_pre_manufacturing_value_added_share,z_pre_trade_openness,z_pre_resource_rents,z_pre_institutional_quality,z_pre_export_concentration,z_pre_log_population,z_eci_pre,z_coi_pre,z_exposure_pre,structural_complete_case
BRN,Brunei,East Asia & Pacific,10.344488853357378,-0.025529651951315558,0.0073898233902709365,0.017332879879572143,1.5633810939557318,96.89905878353882,20.08397147804145,0.6582656222222223,0.21144669199919,12.946197796184512,0.4769999999999999,-0.8443333333333333,0.1550617847976029,-7.357611111111112,3.1084476190481625,6,0.37964876931310404,-0.22406463131266097,6,0.7764695200072675,0.018116223947277955,6,middle,middle,low,1.143236322780349,-1.3936311507006576,0.3369855785166563,-0.246937102282048,-1.5268460723783908,0.0769418324271752,1.5407782536029193,0.7607676861626305,0.10450974719179998,-0.9835719219179513,0.5023905119589561,-0.7312457591755663,-0.413749606613397,1
BTN,Bhutan,South Asia,7.973167356513414,0.03809692180842905,0.0037079747727490164,0.028090866646251357,7.316963660503163,86.64068943678971,3.8294742630443164,0.4307426388888889,0.683168131987507,13.50940422802776,-0.2916666666666667,-0.9216666666666667,0.0279954832940448,,,0,-0.15100637133303962,0.048271130327538804,6,0.3050266555440997,0.014121847462893347,6,low,middle,low,-0.5237841918371693,0.7406084958205172,0.13731689010553924,0.0867022632647092,-0.5926921086229366,-0.10379068737812523,-0.25455458287449706,0.5103819902077529,3.0576972611975806,-0.7425327961145739,-0.27472520386143895,-0.8193438051591102,-1.1650935909268194,1
BVT,Bouvet Island,,,,,,,,,,0.5918000758987826,,1.0626666666666666,-0.806,0.0,,,0,0.6088320328014717,-0.5517515135213016,6,0.40819992410121736,0.0711672799703774,6,low,high,low,,,,,,,,,2.4856923032993694,,1.094494723882822,-0.6875764691406202,-1.3306310915232185,0
BWA,Botswana,Sub-Saharan Africa,8.748934220545607,0.029707720714226227,-0.011365187725928394,0.05752525572512355,7.305767360554076,108.74089908033606,1.1764522559606903,0.6768978305555556,0.21511023370992396,14.598053250856418,-0.0216666666666666,-1.236,0.061703520085627094,,,0,0.027646611408369996,0.0025255482140403903,6,0.7584152080243962,0.055604525755068385,6,low,middle,low,0.021573862152277058,0.45920774578964907,-0.6801090551100469,0.9995562303237064,-0.5945099443549979,0.285572031207291,-0.5475847186094764,0.7812721573258058,0.12744515932283831,-0.2766165815029591,-0.0017574112272150412,-1.177431983445669,-0.965777719081272,1
CAF,Central African Republic,Sub-Saharan Africa,5.97186945678721,-0.07146544748951644,0.099686019767257,0.2171712721988499,19.965933240562133,47.5621942825049,12.14965348541034,-1.4970608694444412,0.14242051025990152,15.356322057527585,-0.535,-0.7313333333333333,0.14101948923175753,,,0,-0.026107306397130752,-0.013131833284688782,6,0.8600403359985123,0.006462794259166221,6,middle,low,middle,-1.930681004076569,-2.93446527454194,5.342259393476264,5.9506866605392155,1.4609996449873297,-0.7922777812524862,0.664421302119894,-1.6111374098395046,-0.3276250696123911,0.0479046596444739,-0.5207332145070974,-0.6025162868116815,-0.49678180456442916,1
CAN,Canada,North America,10.677720974859874,0.009319686480569089,-0.000834897201294147,0.009749227622959315,10.099337489894472,64.30582223938865,1.1936909716038884,1.6330885749999997,0.5732653673458332,17.38765621341932,0.9446666666666664,1.096,0.752416525870044,-0.11777777777777813,-0.05729523809525266,6,0.06996472976850336,-0.03218531204426938,6,0.9457649449316868,0.0012391819810681675,6,high,high,high,1.377495904795487,-0.2246724068712174,-0.1090455715014039,-0.4821302645622209,-0.14094478227231783,-0.49728761575517383,-0.5456806774174564,1.8335460045906191,2.3696567254471907,0.9172679720417285,0.9751976885834203,1.479179782506364,3.1184134129682572,1
CCK,Cocos (Keeling) Islands,,,,,,,,,,0.23180901753546337,,1.375333333333333,0.17633333333333326,0.1778166151451895,,,0,0.035501517167522735,-0.11279196050658187,6,0.7653720494188758,0.023392103194871613,6,middle,high,high,,,,,,,,,0.2319870260098518,,1.41059816769875,0.43149655462448,-0.27920012580354625,0
CHE,Switzerland,Europe & Central Asia,11.332967267005763,0.007195786341377186,-0.0005589480635918468,0.0029661717487577503,18.25890597673115,124.11453443149519,0.011381546786413252,1.8229255222222225,0.07358185179982,15.92316305493941,1.8020000000000003,1.261,0.1728906745432267,-0.34277777777777807,-0.0325333333333309,6,0.044898747502013316,-0.019324465962309776,6,0.9174970448941325,-0.0004342550505917861,6,middle,high,high,1.8381289368782459,-0.29591483930882717,-0.0940806970274824,-0.6924943882053465,1.1838460165649547,0.5564255910338681,-0.6762684713784468,2.0424587722231884,-0.7585859066908499,0.29049929415263925,1.8419546795157955,1.6671475961350453,-0.30832724916021653,1
CHL,Chile,Latin America & Caribbean,9.494934356137847,0.00896351851549646,-0.005324712538520073,0.009284363420582545,9.833144262752093,61.727864916414084,6.024581331808116,1.0870290805555556,0.10272617201104094,16.705175817574418,-0.09233333333333328,-0.568,0.4346450317535013,-0.17333333333333378,-0.08914285714288081,6,0.0977538428680139,-0.04827971741618659,6,0.9412524881040126,-0.000995297122559055,6,high,middle,middle,0.5460061382459411,-0.23661942439803108,-0.3525307423271924,-0.4965471811201375,-0.1841640209612182,-0.5427062107757723,-0.012101817463873257,1.2326155643065682,-0.5761294074609323,0.6251823908206268,-0.07320083349691313,-0.4164471379671279,1.2394282086647632,1
CIV,Côte d'Ivoire,Sub-Saharan Africa,7.468536430889671,0.054341813266360006,-0.01030474441384209,0.01877487312335052,11.604398052787168,55.212577587793184,3.7723096972955847,-0.7379074249999992,0.0472066287244168,17.032712784960168,-1.0103333333333333,-0.8593333333333334,0.1465065734782962,-1.9835555555555555,0.5396952380953303,6,0.009050035001125766,0.0005171542677312126,6,0.9511285576347667,0.00029212011794260776,6,middle,low,low,-0.8785357961408518,1.285514332395436,-0.622600627346082,-0.2022163081956432,0.10341745191074087,-0.6574929040946631,-0.26086849222611824,-0.775700212511246,-0.9237066174800966,0.7653605205848191,-1.001291328453274,-0.7483337422327194,-0.4643366346706447,1
CMR,Cameroon,Sub-Saharan Africa,7.237020374835161,0.01813268535607069,-0.003931180706164006,0.007744502059555645,14.530010854907948,45.986789723688354,6.643547047521692,-0.9666086861111102,0.07365189234232106,16.924889646792266,-0.8916666666666667,-1.087,0.2462662069861917,-0.3229444444444442,0.06621904761903111,6,0.14048574012117201,-0.07506048069300433,6,0.9201084152386659,0.003298970917663981,6,middle,low,low,-1.0412897775895351,0.07094388194335018,-0.27695873974633944,-0.54430317661125,0.5784211150900824,-0.8200333460994373,0.05626384524324761,-1.027382585826339,-0.7581474215213113,0.7192147496988054,-0.8813202986041585,-1.007691351744617,0.1255428190204675,1
COD,Democratic Republic of the Congo,Sub-Saharan Africa,6.1604075678536825,0.019314037740111444,-0.017386151387215016,0.03412233084692157,15.44721312882905,67.5092187714623,23.81220653947128,-1.5517220222222186,0.20049348480550208,18.194813342826453,-1.6903333333333332,-1.2093333333333334,0.3171640369798641,-1.0686111111111114,0.04124761904762889,6,0.04207550883122537,-0.0074204000307532695,6,0.863545609432843,0.025311619343067183,6,high,low,low,-1.7981401827019263,0.11057023529772898,-1.0066292470317997,0.2737571400621415,0.7273384426575324,-0.4408499980785686,1.9525672335607684,-1.671291204324119,0.03593776385451816,1.2627122671672644,-1.6887657691616895,-1.1470533468996196,0.5447622142204598,1
COG,Republic of the Congo,Sub-Saharan Africa,7.749342012238482,-0.04164922512446108,-0.025609332393028258,0.05974510519033088,8.074859013177388,104.80709229022129,27.475425771859033,-1.0344941222222215,0.1851228489998,15.432212289561548,-1.2123333333333333,-1.114,0.28045191017368193,,,0,0.1835884887566118,-0.09890835985213992,6,0.9210171384479526,0.006233785548571886,6,high,low,low,-0.6811316628967596,-1.934333409493233,-1.4525769044623853,1.0684008183720057,-0.469639916423788,0.21626600511553695,2.3571751207277347,-1.1020895095702963,-0.06028930130676386,0.08038389665640679,-1.2055116770166563,-1.0384497212474926,0.32768313581190045,1
COK,Cook Islands,,,,,,,,,,0.22763983842582755,,0.18166666666666662,-0.7606666666666667,0.094521430813586,,,0,-0.03572916567338664,0.01402445942913569,6,0.7328962202200401,0.012788749335904999,6,low,middle,middle,,,,,,,,,0.205886097269926,,0.20381092643559537,-0.635932787012336,-0.7717251692595052,0
COL,Colombia,Latin America & Caribbean,8.714817667502437,0.02117615128127177,-0.010750924972473059,0.017111684959086396,12.35487099868975,37.359266250455185,5.457555758625021,-0.29042880555555506,0.12134709403968517,17.661857738547003,0.25366666666666665,-0.1306666666666666,0.44017818179484286,-0.19816666666666607,-0.10191428571431221,6,0.21741328040411823,-0.11536187256239053,6,0.9574198950257998,0.0010138552936565478,6,high,middle,middle,-0.0024098085084467763,0.1730315044032283,-0.6467972459991179,-0.25379705986831397,0.22526453918158792,-0.9720335329021229,-0.07473061595533234,-0.2832565748925484,-0.4595540946330285,1.0346197851139285,0.2766023378047217,0.0817625013880847,1.272145765945276,1
COM,Comoros,Sub-Saharan Africa,7.2008251348620504,0.00832461683370429,0.0002993229544345205,0.013340009996985324,7.257588351359445,39.06529799158277,2.178488483495918,-0.875388019444444,0.11962414728121175,13.485073129965244,-0.6406666666666667,-0.9973333333333333,0.1237119020444165,,,0,-0.12092771568290733,0.07991822628868676,6,0.8721486679058285,-0.011558794659650371,6,low,low,low,-1.066734748947061,-0.2580502388979407,-0.04753618467163762,-0.37076868929079826,-0.6023323075327949,-0.9419765711161326,-0.43690836123964516,-0.9269955841521443,-0.47034051310607156,-0.7529459346642017,-0.6275613506367874,-0.9055431863585257,-0.599121696119584,1
CPV,Cabo Verde,Sub-Saharan Africa,8.149324085215738,0.021430854310697002,0.011100353411947692,0.01949489991445472,4.90210588737583,92.92706496310875,14.272315716404073,0.5238410111111111,0.32790459055333815,13.1468434508889,0.0196666666666666,-0.7246666666666667,0.0831373599865718,,,0,0.08383730045936429,-0.040652713624464216,6,0.6531817616831503,-0.0051726642387620704,6,low,middle,middle,-0.39994738568265936,0.18157506209252042,0.5382096753500891,-0.1798859886878394,-0.9847693812753808,0.006963025118496792,0.8988724299306863,0.6128353792219793,0.8335883574961779,-0.8977002939113085,0.04003025085506106,-0.5949216276751691,-0.8390392645913469,1
CRI,Costa Rica,Latin America & Caribbean,9.36128029538044,0.025035466618665937,0.004258218172463891,0.007236466945262121,12.153210327999417,64.05169763275177,1.2454186440363366,0.6730396777777777,0.14672325283397206,15.382070304706781,0.2266666666666666,-0.0186666666666666,0.4707582453062759,-0.04616666666666653,-0.03957142857143581,6,0.3967700075709762,-0.2062579565092797,6,0.9399339838455618,0.009190025788313589,6,high,middle,middle,0.4520483761115927,0.3024853365802658,0.16715689422876384,-0.5600589603730745,0.19252283213557256,-0.5017647971618433,-0.5399672808328584,0.7770263169530602,-0.3006879737575982,0.058924304733985425,0.24930555854129932,0.2093527748814928,1.4529659085587308,1
CUB,Cuba,Latin America & Caribbean,8.92721335946226,0.021782632982306892,-0.0021629869456520146,0.015039422193114712,14.863912160979384,35.76160258559265,1.2322214582717685,-0.4910221944444427,0.09029924834743686,16.238475712227572,-0.5763333333333333,-1.0493333333333332,0.223808466560771,,,0,0.09604116516903183,-0.05327938977595718,6,0.907136022692455,2.2303430560074596e-05,6,middle,low,low,0.14690270613144565,0.19337484861859272,-0.1810686134282798,-0.31806451524634094,0.6326334645196878,-1.000181259913286,-0.5414249291771185,-0.504006648335934,-0.6539275160263761,0.4254457062856449,-0.5625208765893734,-0.9647815276233221,-0.00724996687359361,1
CUW,Curaçao,Latin America & Caribbean,9.875160569224589,-0.016717393768554346,0.00018820645624501503,0.004955607151381696,8.392448863894879,156.86361179793985,0.0,,0.13820710746555442,11.961311097575225,0.4413333333333333,-0.49966666666666665,0.3107748348799689,,,0,0.42266398289509094,-0.25948172375626005,6,0.842230013893641,-0.011796756564449323,6,high,middle,middle,0.8133022000640143,-1.0980397070996386,-0.05356209387082341,-0.6307956726442193,-0.41807590140100964,1.1334006514621575,-0.6775255797593016,,-0.3540028584278646,-1.4050802986444249,0.4663318035492501,-0.338601881817876,0.5069828147611581,0
CXR,Christmas Island,,,,,,,,,,0.35547619202102004,,0.8303333333333335,-0.5840000000000001,0.0458275197687375,,,0,0.12313346392354714,-0.1116890780757151,6,0.6096567266639975,-0.018113469175282147,6,low,high,middle,,,,,,,,,1.0061989329186523,,0.8596076233074469,-0.4346743198947578,-1.0596526268412887,0
CYM,Cayman Islands,Latin America & Caribbean,11.247943744606204,0.0016610495376621515,0.005241119878886831,0.009134110719680084,0.823762193682766,117.436583958714,0.0,0.9458224416666665,0.28426144324601993,11.01565308426123,0.54,-0.9216666666666667,0.1867541196593594,,,0,-0.5843083679501943,0.2804183017781524,6,0.6911247038047185,-0.0525872712023895,6,middle,middle,low,1.7783580638634535,-0.48156768876372014,0.22046019779875342,-0.5012069949763929,-1.6469308924651984,0.4387730894242221,-0.6775255797593016,1.0772197355702466,0.5603627061391413,-1.8097997193587188,0.5660829969069419,-0.8193438051591102,-0.22635259524637832,1
CYP,Cyprus,Europe & Central Asia,10.074907725936177,0.011057601487636149,0.030222516206785444,0.05184881691109617,4.312499613802366,131.40445291810468,0.029871762691827532,0.9419528805555556,0.05657732234276346,14.00608936507212,0.5976666666666667,0.0346666666666666,0.05460550053162929,-0.20388888888888848,-0.14095238095241083,6,0.09002964662517948,-0.06770281790135464,6,0.9406797950423891,0.01152677130625455,6,low,high,middle,0.9537228930902069,-0.16637715551331156,1.5752151477257832,0.8235118192687478,-1.0804980913691762,0.6848597790344885,-0.6742262001639353,1.072961340494502,-0.8650418779847698,-0.5299632222180464,0.6243835254572143,0.2701100479735917,-1.0077483614099618,1
CZE,Czechia,Europe & Central Asia,9.779996494871964,0.027635737947703732,0.009948036024471864,0.020147503874781415,22.937000260042698,149.61896489426866,0.39424868055442935,0.8980083027777778,0.11986750116742394,16.170956540496302,1.4873333333333332,0.6646666666666666,0.0743577773367901,-0.39238888888888884,0.17239047619049366,6,-0.0020333353123079337,0.014268880869105962,6,0.8708311568447057,-0.0018507006211862563,6,low,high,high,0.746402598128322,0.389706788785129,0.4757188656259564,-0.1596466654762614,1.9433832730537528,1.0057640607192928,-0.633980240117285,1.0246009791405368,-0.4688170087721061,0.3965490864870929,1.5238292520507244,0.9878053363740122,-0.8909530019917484,1
DEU,Germany,Europe & Central Asia,10.642439570049534,0.012846493386540203,0.004175682465026101,0.00870437754988525,20.0935423958785,77.49724021964842,0.09929483426395484,1.5506363555555556,0.042700892079785675,18.215541330971764,1.572,-1.3666666666666665,0.1545775251876874,-0.4860555555555563,0.22879047619051332,6,0.030909113209224483,-0.008362414620056708,6,0.95756008687021,0.00023683829651937192,6,middle,high,low,1.3526933524289526,-0.10637197547017187,0.16268093713135365,-0.5145343865445647,1.4817183184175786,-0.26488048253640095,-0.6665583210315333,1.7428085500875035,-0.9519145471443758,1.271583359292148,1.6094265598644195,-1.3262873025213116,-0.41661303728266696,1
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",7.769803884514795,0.04831886901281779,-0.004540697354708273,0.007768427815522083,2.680812720397232,286.7376548291344,0.6633455871454718,-0.8061428722222216,0.17261032761561537,13.826187799587055,-0.4679999999999999,-0.6653333333333333,0.4962612272095462,,,0,0.021700988851015634,0.0023711558864927674,6,0.8050925022341305,-0.0011137604501036756,6,high,low,middle,-0.6667471263008168,1.0834854369965543,-0.31001316496099834,-0.5435611628670435,-1.3454194271547315,3.421528740919988,-0.6042580957650348,-0.850792318333794,-0.13862328994509995,-0.606956867218265,-0.45299676226082697,-0.5273291613602088,1.6037652299235667,1
DMA,Dominica,Latin America & Caribbean,9.034418993591425,-0.013243982696026535,-0.009545740007931403,0.03590057380472654,4.670756445409384,,0.05403037220302678,0.628828661111111,0.12990905830044344,11.150755575126638,0.0833333333333333,-0.1136666666666666,0.3900914689428554,,,0,0.07705348077484035,-0.06559805785978706,6,0.8623092841053955,-0.015217277911541257,6,high,middle,middle,0.22226743065899404,-0.9815303434547175,-0.5814393983087929,0.32890610660183345,-1.0223313690848743,,-0.6715578466390367,0.7283727435215878,-0.4059523631729081,-1.7519790261797028,0.10439673035276079,0.10112888218619129,0.9759826609357171,0
DNK,Denmark,Europe & Central Asia,10.88021909907191,0.015437786468947223,0.004285897513062245,0.007320351358353892,12.212843266427017,103.66412936041382,0.8359257366322508,1.7580534027777779,0.06742239536090712,15.550831234850088,1.062,1.5776666666666668,0.10899398512479498,-0.06605555555555574,-0.03397142857143761,6,0.07553498353978404,-0.036007810680649385,6,0.9236764777839855,0.001335722780471122,6,low,high,high,1.519850506515375,-0.019451682494595453,0.16865796018977497,-0.5574574380836174,0.20220485983887096,0.19612922086009243,-0.5851963674814971,1.9710679591405018,-0.7971468630232791,0.1311500194481758,1.093820729333108,2.027893905119384,-0.6861488481522786,1
DOM,Dominican Republic,Latin America & Caribbean,8.794446536645603,0.046098337998303054,-0.0019468787320099522,0.013377871250446389,13.101326701537731,54.302906694560384,0.8944519258919792,-0.2793339416666665,0.2653345815347033,16.15444147077115,-0.15,0.3596666666666666,0.5466558043753814,,,0,-0.06716255633289296,0.05300313532205273,6,0.8777754807204023,0.001087448145553964,6,high,middle,high,0.05356866534848133,1.0090016946312597,-0.16934894538776638,-0.3695944914731657,0.3464593852654148,-0.6735195363176103,-0.5787320648345388,-0.2710468404048721,0.441872073857177,0.38948102450473193,-0.13150136204718565,0.6403496808785707,1.9017487389069347,1
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",8.444147949860643,0.009696433453713738,-0.002390899372815139,0.010179165890460338,7.966707739186892,54.93642683541433,19.36746421072557,-0.7884154277777773,0.08862927293320173,17.494677080129538,-1.043,-1.258333333333333,0.165597299089864,,,0,0.34580123881401786,-0.19224864237397324,6,0.8995782312304269,-0.0003406925972262171,6,middle,low,low,-0.19268850863204004,-0.21203510331581396,-0.19342843050160746,-0.4687965122622456,-0.4871994004695779,-0.6623581433579946,1.461638984785669,-0.8312835265199108,-0.6643823101568653,0.9630703895853734,-1.0343170613892665,-1.2028740915529852,-0.35145303237245396,1
ECU,Ecuador,Latin America & Caribbean,8.683911133555865,0.017965185697201846,-0.0072479263227465,0.03377453984377522,13.470000150148868,53.97381014540279,8.728668861740847,-0.5607828222222218,0.15368824353562277,16.597586972325953,-0.9130000000000001,-1.0903333333333334,0.4016817066314163,,,0,0.18363860998436068,-0.08853891320285706,6,0.9413316953223861,0.003929373469031263,6,high,low,low,-0.024136860784247375,0.06532540539161055,-0.456827690334014,0.2629710355474922,0.40631735364739113,-0.6793175775635447,0.28656857947206765,-0.5807771929221845,-0.25708401211491627,0.579136891801712,-0.9028881241950109,-1.0114886813128734,1.0445158224507634,1
EGY,Egypt,"Middle East, North Africa, Afghanistan & Pakistan",8.102033526943385,0.013905574578247482,0.006105034279368351,0.010947133230670446,16.6134314622226,37.6549369152503,6.999437035937588,-0.8800146166666657,0.03787091169381588,18.404833743647885,-0.0463333333333333,1.618,0.1775568380704391,-0.18322222222222173,-0.15704761904764783,6,0.08718046818682623,-0.04082095119882996,6,0.9596554669297238,-0.0003315524629305657,6,middle,middle,high,-0.4331922792547245,-0.07084699063032122,0.26731075390872217,-0.44497940394027446,0.9166861171096261,-0.9668243907397904,0.09557241160032384,-0.9320870863310329,-0.9821523878689613,1.3525960663440502,-0.02669520956663799,2.073841592895284,-0.28073618957550395,1
ERI,Eritrea,Sub-Saharan Africa,,,,,,,,-1.5205409361111097,0.3503952309181691,14.946151653771144,-1.467666666666667,-1.0736666666666668,0.3098137118684741,,,0,0.06577805776217358,-0.038919283994175005,6,0.5752894355496537,0.02565667305911728,6,high,low,low,,,,,,,,-1.6369768777792668,0.9743898404838033,-0.12763864022215024,-1.4636515895571693,-0.9925020334715926,0.5012996872574308,0
ESP,Spain,Europe & Central Asia,10.15426897714124,0.020425632583287622,0.008354361126220691,0.019203765391233488,10.959462446530233,63.09337244877978,0.05655585643301974,0.8281381138888889,0.058895555634939284,17.655997239432796,0.86,2.594666666666667,0.0918984819884136,-0.2864999999999996,0.10202857142858801,6,0.023324864608217883,-0.0009026965786927065,6,0.9355732639746938,-0.0003930548338932255,6,low,high,high,1.0095132336242225,0.14785669667679618,0.38929299380352866,-0.18891499566869413,-0.0012945507386741095,-0.5186486233760966,-0.671278903236104,0.947709864163318,-0.8505286991621671,1.0321116291281442,0.8896003807697256,3.1864591563943483,-0.7872346851392922,1
EST,Estonia,Europe & Central Asia,9.777517062400664,0.03152339176721632,0.006012880083479061,0.014231560181988855,13.666380886573416,155.4334475917335,1.6602626324391219,1.2047185833333331,0.07974801837595856,14.09109508415503,0.9773333333333332,1.186,0.069357119846344,-0.29216666666666785,0.08717142857144682,6,0.09097534424575277,-0.037128384765779385,6,0.9132131254353357,0.001918945067013618,6,low,high,high,0.7446595764419889,0.5201111846729793,0.26231318085880684,-0.34311888412474384,0.4382018084569602,1.1082039391986307,-0.4941471595123658,1.362131130724865,-0.7199829418936952,-0.49358277082835933,1.0082234215194128,1.581707680849281,-0.9205219268648259,1
ETH,Ethiopia,Sub-Saharan Africa,6.353295660864473,0.06868054129932535,-0.0026384164676409583,0.004760752913718671,4.566029980473934,38.87826168893275,12.604689395944675,-0.9129857194444434,0.061102716061814194,18.445293313014687,-1.094,-0.6310000000000001,0.3670712619630281,,,0,-0.07261197868798594,0.047507886565080544,6,0.943937557748502,-0.0007541517327897439,6,high,low,middle,-1.6625413579527752,1.766481325277909,-0.20685141955335848,-0.6368387219282496,-1.0393347997644573,-0.9452717870642421,0.714680679641885,-0.9683712998837312,-0.8367108862295684,1.3699118118312565,-1.0858776444423979,-0.48821666680717013,0.8398640061288895,1
FIN,Finland,Europe & Central Asia,10.675914981327244,0.00613053991141399,0.01206598322861246,0.019486429376569827,14.800742029281531,75.19435634380552,0.47815748012052134,1.8573132249999997,0.05403612334120614,15.51408593380308,1.418,1.1413333333333335,0.1044805973874509,-1.1815555555555572,0.5399047619048463,6,0.08934371118497886,-0.03908283629053717,6,0.939631803652199,-0.0013534896968242776,6,low,high,high,1.3762263054298307,-0.33164662604195144,0.5905763147785973,-0.18014868699255462,0.6223771367041102,-0.30545281831723137,-0.6247123912790314,2.0803019332355808,-0.8809509220218374,0.11542389357144268,1.4537338188804547,1.5308234646346484,-0.7128365433570728,1
FJI,Fiji,East Asia & Pacific,8.506470583336181,0.04338565670333736,-0.001384809449328095,0.012011271170519689,10.9428213174355,,1.3145769181045381,-0.18949444999999968,0.09795260225093694,13.729471552061298,0.008,0.09933333333333329,0.2222862461474723,,,0,0.08290673337588393,-0.03550068971659069,6,0.912888067997657,0.0009002278411102929,6,middle,middle,middle,-0.14887618345091858,0.9180096511188506,-0.13886761708568127,-0.41197710389978753,-0.003996411105742664,,-0.5323286489695369,-0.17217980149902617,-0.6060140923994076,-0.6483491497571828,0.028235346235063803,0.3437782415977619,-0.01625086748058135,0
FLK,Falkland Islands,,,,,,,,,,0.5401085163197781,,-0.8220000000000001,-1.0193333333333332,0.0427365760607574,,,0,-0.049376974777384064,0.022035069302481076,6,0.3803530625765021,-0.01655323225421884,6,low,low,low,,,,,,,,,2.1620799859707724,,-0.8108878681590316,-0.9306055615090163,-1.0779293999381845,0
FRA,France,Europe & Central Asia,10.509835782888496,0.007699728929875249,0.0030948471375911784,0.005834007300472456,10.196187182505666,62.98679161306861,0.0433604202141901,1.1197444944444446,0.05535281948807555,18.010579172475346,1.2646666666666666,1.0506666666666666,0.1297297544106122,-0.2745555555555554,0.12040000000001494,6,0.057893816252263364,-0.025159612209891834,6,0.9385910769323068,0.00017793172420201716,6,middle,high,high,1.2594739244401163,-0.2790109862740195,0.1040666390881652,-0.6035536918912272,-0.12522022749365333,-0.5205263704477732,-0.672736358340495,1.2686183959986106,-0.8727078143505589,1.1838643690365467,1.2987150724462042,1.4275361003780795,-0.563538090393082,1
FRO,Faroe Islands,Europe & Central Asia,10.849350510526014,0.025851608027288364,-0.012224516572362351,0.026595839006141386,8.649507158651904,109.127483107321,0.0,,0.12261655634507518,10.797777317055115,-0.5630000000000001,-1.0519999999999998,0.1118392421652885,,,0,-0.05734104467901877,0.05737763954716718,6,0.8438503272479286,-0.005670158613252409,6,low,low,low,1.4981501295602537,0.32986134079553053,-0.7267109340859375,0.040336703970093465,-0.376339813983116,0.29238289002430257,-0.6775255797593016,,-0.45160669196701525,-1.9030454308631615,-0.549040985595091,-0.9678193912779269,-0.6693248221445621,0
FSM,Micronesia,East Asia & Pacific,7.957111996473458,-0.000801078776374986,0.014963454796228653,0.033089390134419264,0.41313757019220004,108.21079671217815,0.03370859501097297,0.26149401388888893,0.3189764588396284,11.595535289399356,-0.8026666666666668,-1.019,0.2819039231078924,,,0,-0.1472323233436459,0.026089785209201622,6,0.5943775751050636,-0.05225535657257546,6,high,low,low,-0.5350709847042682,-0.5641553805429842,0.7477078016249558,0.2417223652068584,-1.7136000703578662,0.27623265829981253,-0.6738024164590624,0.32412636829572006,0.777694253762034,-1.561623754219296,-0.7913420262173217,-0.9302258285521907,0.33626889907371843,1
GAB,Gabon,Sub-Saharan Africa,8.844462795487546,0.001079886515039874,-0.009966473219831247,0.01616189557059931,17.13711399213505,79.27501284586425,23.350958235761933,-0.6387684055555551,0.09328331980179543,14.51029116024071,-0.58,-1.1286666666666667,0.228119155513842,,,0,0.2512463421900086,-0.15766950301339286,6,0.9111399905292243,0.004067896861086765,6,middle,low,low,0.08872970515894484,-0.5010617631838847,-0.6042559932636338,-0.28325304785664007,1.001711421849583,-0.23355958586009873,1.9016216881854946,-0.6665991800959218,-0.6352458920575121,-0.31417669517469843,-0.5662278466128012,-1.0551579713478196,0.018239168914666665,1
GBR,United Kingdom,Europe & Central Asia,10.712172975370946,0.017231378057649138,0.0018209444477112631,0.006340009036128705,9.328709260751884,60.443988915287015,0.5269017950544334,1.400556175,0.05398980060753871,17.987577867906005,1.314,1.2046666666666666,0.187018653626306,-0.2397777777777795,0.04285714285714359,6,0.08838048270029947,-0.04607879276981777,6,0.9489076427898323,0.0012635440415923065,6,middle,high,high,1.401715392409464,0.04071114023932966,0.03498219111786448,-0.587860969664351,-0.2660642893809781,-0.5653256093329886,-0.6193285108652032,1.5776475192900883,-0.8812409230840843,1.1740203508715086,1.3485906691250502,1.6029727264315157,-0.2247884039355427,1
GEO,Georgia,Europe & Central Asia,8.297200287122802,0.041514381233135465,-0.0012072030952948096,0.009769163087379655,8.961866350033867,95.50438897777371,0.6637204678097999,0.39476032499999997,0.06361577443588133,15.130430900007779,0.0119999999999999,-0.5723333333333334,0.1310639290125005,,,0,0.10021611051080842,-0.041844465579612994,6,0.9301121931431204,0.004774362013406343,6,middle,middle,middle,-0.29599156926093606,0.8552410614860356,-0.1292359262023188,-0.48151200244261294,-0.3256250508994247,0.05237046247819055,-0.6042166896509281,0.47078398312669695,-0.8209780151257098,-0.048771450671043874,0.0322793135333485,-0.42138366640586106,-0.5556491060652864,1
