structural_regime,pre_log_real_gdp_pc,pre_real_gdp_pc_growth_mean,pre_real_gdp_pc_growth_slope,pre_real_gdp_pc_growth_volatility,pre_manufacturing_value_added_share,pre_trade_openness,pre_resource_rents,pre_institutional_quality,pre_export_concentration,pre_log_population
R1,7.80106898148266,0.012883566982234189,-0.0009989879251670422,0.026843894822648977,12.44666619039927,68.45092310722326,10.00579313412489,-0.6658323195718645,0.18596728889964803,16.484970807772534
R2,9.775808200819371,0.019691007618785242,0.0037249191884155654,0.023480080278582872,9.293241969840034,122.3686134018681,1.6622325023019437,0.794552657247765,0.1641045442575888,13.907356565365737
