structural_regime,pre_log_real_gdp_pc,pre_real_gdp_pc_growth_mean,pre_real_gdp_pc_growth_slope,pre_real_gdp_pc_growth_volatility,pre_manufacturing_value_added_share,pre_trade_openness,pre_resource_rents,pre_institutional_quality,pre_export_concentration,pre_log_population
R1,7.795364653804997,0.013188108111401768,-0.0009001221345302997,0.0267158308503744,12.255265224415059,68.69556752706866,9.899456563915223,-0.6678067410521131,0.21974960625459208,16.421841679124665
R2,9.831721520140979,0.019469148453241294,0.003708146786948387,0.02356236018885041,9.410060598885208,122.62514301085086,1.5912217577133057,0.8108347999346406,0.1591196339277049,13.828940876366113
