outcome_key,outcome,excluded_country,regime,estimate,se,p_cluster,n_obs,n_countries
gvc,Adverse forward-GVC deviation stability,FJI,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,FLK,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,FLK,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,FRA,R1,0.3877419734441314,0.26760438411783194,0.15146874476364228,847,77
gvc,Adverse forward-GVC deviation stability,FRA,R2,-0.13491361128746415,0.30326611741502907,0.6576790494854645,847,77
gvc,Adverse forward-GVC deviation stability,FRO,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,FRO,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,FSM,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,FSM,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,GAB,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,GAB,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,GBR,R1,0.3877419734441369,0.2676043841178353,0.15146874476364164,847,77
gvc,Adverse forward-GVC deviation stability,GBR,R2,-0.13634641500647698,0.30279318527522764,0.6537792793185527,847,77
gvc,Adverse forward-GVC deviation stability,GEO,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,GEO,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
gvc,Adverse forward-GVC deviation stability,GHA,R1,0.38774197344412326,0.2675215331383827,0.1512905216270863,858,78
gvc,Adverse forward-GVC deviation stability,GHA,R2,-0.13599125688629649,0.3033864988476103,0.6552356879389306,858,78
