DATAFLOW,MEASURE,REF_AREA,ACTIVITY,COUNTERPART_AREA,UNIT_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MULT
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ITA,_T,W,PT_VA,A,2018,24.423,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,JPN,_T,W,PT_VA,A,2018,15.443,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KOR,_T,W,PT_VA,A,2018,28.675,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LVA,_T,W,PT_VA,A,2018,36.902,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LTU,_T,W,PT_VA,A,2018,41.643,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LUX,_T,W,PT_VA,A,2018,65.6,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MEX,_T,W,PT_VA,A,2018,25.698,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NLD,_T,W,PT_VA,A,2018,40.285,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NZL,_T,W,PT_VA,A,2018,23.645,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NOR,_T,W,PT_VA,A,2018,33.253,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,POL,_T,W,PT_VA,A,2018,34.825,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PRT,_T,W,PT_VA,A,2018,30.382,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SVK,_T,W,PT_VA,A,2018,42.248,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SVN,_T,W,PT_VA,A,2018,46.817,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ESP,_T,W,PT_VA,A,2018,25.769,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SWE,_T,W,PT_VA,A,2018,30.404,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHE,_T,W,PT_VA,A,2018,40.248,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TUR,_T,W,PT_VA,A,2018,23.539,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,GBR,_T,W,PT_VA,A,2018,23.438,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,USA,_T,W,PT_VA,A,2018,9.635,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,G20,_T,W,PT_VA,A,2018,4.218,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EA19,_T,W,PT_VA,A,2018,20.62,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU15,_T,W,PT_VA,A,2018,17.768,0
