DATAFLOW,MEASURE,REF_AREA,ACTIVITY,COUNTERPART_AREA,UNIT_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MULT
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,DEU,_T,W,PT_VA,A,2013,30.256,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,GRC,_T,W,PT_VA,A,2013,21.265,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,HUN,_T,W,PT_VA,A,2013,45.545,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ISL,_T,W,PT_VA,A,2013,37.596,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,IRL,_T,W,PT_VA,A,2013,55.332,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ISR,_T,W,PT_VA,A,2013,25.759,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ITA,_T,W,PT_VA,A,2013,22.067,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,JPN,_T,W,PT_VA,A,2013,13.126,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KOR,_T,W,PT_VA,A,2013,31.54,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LVA,_T,W,PT_VA,A,2013,35.694,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LTU,_T,W,PT_VA,A,2013,41.489,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LUX,_T,W,PT_VA,A,2013,65.088,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MEX,_T,W,PT_VA,A,2013,20.855,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NLD,_T,W,PT_VA,A,2013,35.311,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NZL,_T,W,PT_VA,A,2013,24.554,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NOR,_T,W,PT_VA,A,2013,35.739,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,POL,_T,W,PT_VA,A,2013,31.429,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PRT,_T,W,PT_VA,A,2013,27.477,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SVK,_T,W,PT_VA,A,2013,42.531,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SVN,_T,W,PT_VA,A,2013,43.62,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ESP,_T,W,PT_VA,A,2013,24.239,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SWE,_T,W,PT_VA,A,2013,30.268,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHE,_T,W,PT_VA,A,2013,39.605,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TUR,_T,W,PT_VA,A,2013,18.262,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,GBR,_T,W,PT_VA,A,2013,22.45,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,USA,_T,W,PT_VA,A,2013,10.482,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,G20,_T,W,PT_VA,A,2013,4.595,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EA19,_T,W,PT_VA,A,2013,19.266,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU15,_T,W,PT_VA,A,2013,16.653,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU28,_T,W,PT_VA,A,2013,15.36,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU27_2020,_T,W,PT_VA,A,2013,17.411,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU28XEU15,_T,W,PT_VA,A,2013,31.996,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,OECD,_T,W,PT_VA,A,2013,7.181,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,WXOECD,_T,W,PT_VA,A,2013,12.667,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,AGO,_T,W,PT_VA,A,2013,43.838,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ARG,_T,W,PT_VA,A,2013,14.298,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BGD,_T,W,PT_VA,A,2013,16.733,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BLR,_T,W,PT_VA,A,2013,38.977,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BRA,_T,W,PT_VA,A,2013,11.203,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BRN,_T,W,PT_VA,A,2013,55.877,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BGR,_T,W,PT_VA,A,2013,39.689,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KHM,_T,W,PT_VA,A,2013,41.59,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CMR,_T,W,PT_VA,A,2013,20.149,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHN,_T,W,PT_VA,A,2013,16.89,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CIV,_T,W,PT_VA,A,2013,25.017,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,HRV,_T,W,PT_VA,A,2013,28.292,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CYP,_T,W,PT_VA,A,2013,37.459,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,COD,_T,W,PT_VA,A,2013,32.348,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EGY,_T,W,PT_VA,A,2013,14.067,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,HKG,_T,W,PT_VA,A,2013,27.658,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,IND,_T,W,PT_VA,A,2013,18.513,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,IDN,_T,W,PT_VA,A,2013,20.537,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,JOR,_T,W,PT_VA,A,2013,26.038,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KAZ,_T,W,PT_VA,A,2013,36.074,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LAO,_T,W,PT_VA,A,2013,25.739,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MYS,_T,W,PT_VA,A,2013,44.91,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MLT,_T,W,PT_VA,A,2013,50.798,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MAR,_T,W,PT_VA,A,2013,21.858,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MMR,_T,W,PT_VA,A,2013,13.973,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NGA,_T,W,PT_VA,A,2013,17.16,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PAK,_T,W,PT_VA,A,2013,11.363,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PER,_T,W,PT_VA,A,2013,22.437,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PHL,_T,W,PT_VA,A,2013,20.613,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ROU,_T,W,PT_VA,A,2013,27.43,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,RUS,_T,W,PT_VA,A,2013,23.03,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,STP,_T,W,PT_VA,A,2013,13.325,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SAU,_T,W,PT_VA,A,2013,47.237,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SEN,_T,W,PT_VA,A,2013,14.549,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SGP,_T,W,PT_VA,A,2013,62.333,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ZAF,_T,W,PT_VA,A,2013,21.929,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TWN,_T,W,PT_VA,A,2013,42.72,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,THA,_T,W,PT_VA,A,2013,40.924,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TUN,_T,W,PT_VA,A,2013,31.378,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,UKR,_T,W,PT_VA,A,2013,25.632,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ARE,_T,W,PT_VA,A,2013,57.045,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,VNM,_T,W,PT_VA,A,2013,42.867,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,APEC,_T,W,PT_VA,A,2013,7.054,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ASEAN,_T,W,PT_VA,A,2013,29.828,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NAFTA,_T,W,PT_VA,A,2013,8.499,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,A5_A7,_T,W,PT_VA,A,2013,12.566,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,E,_T,W,PT_VA,A,2013,13.465,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,F,_T,W,PT_VA,A,2013,20.52,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,S2,_T,W,PT_VA,A,2013,13.969,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,S2_S8,_T,W,PT_VA,A,2013,13.384,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,W_O,_T,W,PT_VA,A,2013,20.454,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,WXD,_T,W,PT_VA,A,2013,27.601,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,AUS,_T,W,PT_VA,A,2012,18.086,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,AUT,_T,W,PT_VA,A,2012,35.287,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BEL,_T,W,PT_VA,A,2012,37.308,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CAN,_T,W,PT_VA,A,2012,22.764,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHL,_T,W,PT_VA,A,2012,29.147,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,COL,_T,W,PT_VA,A,2012,17.3,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CRI,_T,W,PT_VA,A,2012,25.811,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CZE,_T,W,PT_VA,A,2012,41.588,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,DNK,_T,W,PT_VA,A,2012,33.107,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EST,_T,W,PT_VA,A,2012,45.894,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,FIN,_T,W,PT_VA,A,2012,27.316,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,FRA,_T,W,PT_VA,A,2012,21.339,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,DEU,_T,W,PT_VA,A,2012,30.748,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,GRC,_T,W,PT_VA,A,2012,19.848,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,HUN,_T,W,PT_VA,A,2012,45.336,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ISL,_T,W,PT_VA,A,2012,37.779,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,IRL,_T,W,PT_VA,A,2012,55.458,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ISR,_T,W,PT_VA,A,2012,26.021,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ITA,_T,W,PT_VA,A,2012,21.591,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,JPN,_T,W,PT_VA,A,2012,12.187,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KOR,_T,W,PT_VA,A,2012,31.787,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LVA,_T,W,PT_VA,A,2012,36.241,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LTU,_T,W,PT_VA,A,2012,41.171,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LUX,_T,W,PT_VA,A,2012,64.47,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MEX,_T,W,PT_VA,A,2012,21.512,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NLD,_T,W,PT_VA,A,2012,34.513,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NZL,_T,W,PT_VA,A,2012,24.618,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NOR,_T,W,PT_VA,A,2012,37.095,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,POL,_T,W,PT_VA,A,2012,30.524,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PRT,_T,W,PT_VA,A,2012,26.232,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SVK,_T,W,PT_VA,A,2012,42.196,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SVN,_T,W,PT_VA,A,2012,42.654,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ESP,_T,W,PT_VA,A,2012,22.883,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SWE,_T,W,PT_VA,A,2012,31.281,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHE,_T,W,PT_VA,A,2012,37.688,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TUR,_T,W,PT_VA,A,2012,18.224,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,GBR,_T,W,PT_VA,A,2012,22.591,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,USA,_T,W,PT_VA,A,2012,10.462,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,G20,_T,W,PT_VA,A,2012,4.498,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EA19,_T,W,PT_VA,A,2012,18.994,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU15,_T,W,PT_VA,A,2012,16.569,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU28,_T,W,PT_VA,A,2012,15.25,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU27_2020,_T,W,PT_VA,A,2012,17.181,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EU28XEU15,_T,W,PT_VA,A,2012,30.987,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,OECD,_T,W,PT_VA,A,2012,6.966,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,WXOECD,_T,W,PT_VA,A,2012,13.494,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,AGO,_T,W,PT_VA,A,2012,49.035,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ARG,_T,W,PT_VA,A,2012,15.901,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BGD,_T,W,PT_VA,A,2012,17.011,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BLR,_T,W,PT_VA,A,2012,46.736,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BRA,_T,W,PT_VA,A,2012,11.418,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BRN,_T,W,PT_VA,A,2012,58.88,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BGR,_T,W,PT_VA,A,2012,37.824,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KHM,_T,W,PT_VA,A,2012,40.396,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CMR,_T,W,PT_VA,A,2012,20.233,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHN,_T,W,PT_VA,A,2012,17.459,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CIV,_T,W,PT_VA,A,2012,29.698,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,HRV,_T,W,PT_VA,A,2012,27.45,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CYP,_T,W,PT_VA,A,2012,33.827,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,COD,_T,W,PT_VA,A,2012,27.861,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,EGY,_T,W,PT_VA,A,2012,13.779,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,HKG,_T,W,PT_VA,A,2012,29.061,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,IND,_T,W,PT_VA,A,2012,17.919,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,IDN,_T,W,PT_VA,A,2012,21.122,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,JOR,_T,W,PT_VA,A,2012,28.412,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,KAZ,_T,W,PT_VA,A,2012,39.896,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,LAO,_T,W,PT_VA,A,2012,26.954,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MYS,_T,W,PT_VA,A,2012,46.446,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MLT,_T,W,PT_VA,A,2012,49.737,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MAR,_T,W,PT_VA,A,2012,22.687,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,MMR,_T,W,PT_VA,A,2012,14.108,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NGA,_T,W,PT_VA,A,2012,29.35,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PAK,_T,W,PT_VA,A,2012,11.656,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PER,_T,W,PT_VA,A,2012,24.848,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,PHL,_T,W,PT_VA,A,2012,21.958,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ROU,_T,W,PT_VA,A,2012,23.798,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,RUS,_T,W,PT_VA,A,2012,23.65,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,STP,_T,W,PT_VA,A,2012,10.441,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SAU,_T,W,PT_VA,A,2012,49.968,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SEN,_T,W,PT_VA,A,2012,14.577,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,SGP,_T,W,PT_VA,A,2012,62.686,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ZAF,_T,W,PT_VA,A,2012,22.082,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TWN,_T,W,PT_VA,A,2012,42.014,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,THA,_T,W,PT_VA,A,2012,41.039,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,TUN,_T,W,PT_VA,A,2012,31.975,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,UKR,_T,W,PT_VA,A,2012,26.24,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ARE,_T,W,PT_VA,A,2012,57.135,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,VNM,_T,W,PT_VA,A,2012,41.747,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,APEC,_T,W,PT_VA,A,2012,6.98,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,ASEAN,_T,W,PT_VA,A,2012,30.123,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,NAFTA,_T,W,PT_VA,A,2012,8.517,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,A5_A7,_T,W,PT_VA,A,2012,13.03,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,E,_T,W,PT_VA,A,2012,13.462,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,F,_T,W,PT_VA,A,2012,24.617,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,S2,_T,W,PT_VA,A,2012,13.59,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,S2_S8,_T,W,PT_VA,A,2012,13.087,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,W_O,_T,W,PT_VA,A,2012,20.974,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,WXD,_T,W,PT_VA,A,2012,28.329,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,AUS,_T,W,PT_VA,A,2015,17.018,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,AUT,_T,W,PT_VA,A,2015,34.379,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,BEL,_T,W,PT_VA,A,2015,38.215,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CAN,_T,W,PT_VA,A,2015,23.547,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,CHL,_T,W,PT_VA,A,2015,26.3,0
OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),FFD_DVA,COL,_T,W,PT_VA,A,2015,13.694,0
