country_iso3_code,us_export_value_pre_baci_thousand_usd,china_import_value_pre_baci_thousand_usd,us_export_share_list1_pre,us_export_competition_share_list1_pre,china_import_share_list1_pre,us_export_share_list2_pre,us_export_competition_share_list2_pre,china_import_share_list2_pre,us_export_share_list3_pre,us_export_competition_share_list3_pre,china_import_share_list3_pre,us_export_share_list4a_pre,us_export_competition_share_list4a_pre,china_import_share_list4a_pre,us_tariffed_export_share_pre,us_china_competition_tariffed_share_pre,china_tariffed_import_share_pre
BEN,57507.60500000001,3275260.6510000057,0.0941020931057726,0.0130384976018476,0.052314326784247,0.0002514276155301,2.277761907510866e-06,0.0121819559575565,0.7457506185486248,0.0096441841038129,0.3494807091614273,0.0422533332765292,0.0041670497729288,0.4349422155348315,0.8823574725464569,0.0268520092404969,0.8489192074380624
BES,0.0,2124.121999999999,,,0.0868358785418164,,,0.0101467806463093,,,0.4103662595651287,,,0.4065618641490463,0.0,0.0,0.9139107829023008
BFA,10454.361000000004,1359245.7500000005,0.1498832879407932,0.0081407018610035,0.1843976344969259,0.0,0.0,0.04993183020804,0.6329420803433127,0.0228829953227583,0.3006555554799413,0.1422667535586345,0.0290435115463428,0.3691568504076623,0.9250921218427404,0.0600672087301047,0.9041418705925696
BGD,18608311.04099999,36134877.34400009,0.0010268842754131,0.0002443578512781,0.1602673820328213,4.5464362570894346e-05,1.4123153378549157e-05,0.0285005494884016,0.0588678387622831,0.0252724755795383,0.5720119505935456,0.934542546052876,0.2752853404452622,0.1589711135951536,0.9944827334531432,0.3008162970294572,0.9197509957099222
BGR,1894367.175,3642506.056999996,0.2168464975645493,0.0390569576858698,0.2074133089080546,0.0335620511372089,0.0103453825766389,0.0248105951193481,0.3997011133810427,0.0849615587726621,0.460454893898342,0.2773683670907143,0.077285086237949,0.1647884021624292,0.9274780291735152,0.2116489852731199,0.8574672000881739
BHR,3189291.9949999982,4711717.037000009,0.0116842415364981,0.0006158648062459,0.1056925530734072,0.0492524018641949,0.0039820694911376,0.021726144035419,0.1102440747197877,0.0099441378172267,0.356104459971626,0.7370558671596329,0.1358475015714141,0.2573148819165803,0.9082365852801138,0.1503895736860244,0.7408380389970326
BHS,1088708.8860000009,1901523.985,0.0824850877537523,0.0086142569152409,0.7845981001391372,0.2526737730695805,0.0048815527085265,0.0390056021302303,0.4497906523011516,0.0390517685224883,0.0571369553353281,0.0405914827813759,0.0106708475011178,0.0155875220264445,0.8255409959058605,0.0632184256473736,0.8963281796311402
BIH,241907.03999999983,1905861.9759999989,0.0264473741648858,0.0038219462789845,0.0988900809047885,0.0043150914500049,0.0012775877258375,0.0124091163462091,0.296033695422837,0.0915774695041956,0.3723234651489794,0.5726236532843364,0.1445590824877333,0.3154042656654579,0.8994198143220641,0.2412360859967511,0.799026928065435
BLR,552147.7629999992,7233173.830999968,0.1033120494594851,0.0122022078753813,0.2664811959501223,0.001845400938444,0.0002514815497553,0.0579993687144668,0.6230743707640451,0.040503218564749,0.3591756632289927,0.2533604595985663,0.0283519359698502,0.1590820675522078,0.9815922807605408,0.081308843959736,0.8427382954457897
BLZ,301620.67700000084,355861.8680000004,0.0316308984347249,0.0021996588559839,0.0834145118352494,0.000405850823019,9.758234866096936e-05,0.0133445935825863,0.5680696486202744,0.0324081794482078,0.4524281960999524,0.3459002414479687,0.0097138524418795,0.4026681723595066,0.946006639325987,0.0444192730947323,0.9518554738772949
BMU,27355.710999999985,720391.2240000003,0.2274720989704857,0.0405701903446858,0.8250599649170626,0.0036016976491673,0.0005755492050598,0.0008619052805118,0.2415829001849014,0.0388164661259397,0.0281125093217404,0.5001424748199751,0.0308263484054687,0.0150344752117635,0.9727991716245296,0.1107885540811542,0.8690688547310784
BOL,2830428.376000011,5535854.729999986,0.0388863169735263,0.0017360573103676,0.2396945143464779,0.000405360195555,3.326801850441603e-05,0.0379588147176688,0.63234226634251,0.0145734829505681,0.3609005634076686,0.1194232734755478,0.0148047493658041,0.2467139470981026,0.7910572169871394,0.0311475576452444,0.885267839569918
BRA,78565070.89399973,88448455.95600009,0.2374906186513096,0.0112470820319703,0.2506612428715438,0.0102677837469069,0.0005960044196244,0.0502421102207894,0.4644525957372583,0.0337537342976982,0.3764392592287123,0.2155171800181387,0.0121332424310882,0.2103256772990396,0.9277281781536136,0.0577300631803812,0.8876682896200851
BRB,148024.86700000003,244960.2570000001,0.2390665684570417,0.0460108239363344,0.0855593852516247,0.0029325815911727,0.0013015737180815,0.0125939858072568,0.1487973301134598,0.0059408796182748,0.2971398458322156,0.5244607583400158,0.0030609629381529,0.1536910618117127,0.91525723850169,0.0563142402108438,0.5489842787028099
BRN,95277.87300000012,1567259.0909999951,0.4271835812287702,0.0189665792233078,0.1691519063582837,0.0016406852407378,0.0001213029425826,0.1020294454938979,0.28505556583951,0.0627451638489778,0.3778183507758023,0.2801071976071502,0.0911959986703533,0.2524267648354008,0.9939870299161684,0.1730290446852216,0.9014264674633846
BTN,8659.438000000002,57646.42600000002,0.015009403612567,0.0010532073907063,0.2138999389138192,0.0002695325031485,2.0927080357158026e-05,0.0166859607220055,0.1680102103623814,0.0362130352142129,0.3180764233328188,0.0262581705648796,0.0085073548851445,0.2772848051325851,0.2095473170429766,0.045794524570421,0.8259471281012287
BWA,753648.9070000002,354358.8179999992,0.0166681910944508,0.0018754264165949,0.174490355140535,0.0007069525279627,1.372988080649644e-05,0.0397470791879659,0.0412870020920762,0.0016318246405115,0.4704148522134434,0.940841055316491,0.0144817130926283,0.214846605002504,0.9995032010309808,0.0180026940305412,0.8994988915444484
CAF,4424.245000000001,83849.59699999994,0.0581816784558721,0.0080072404207786,0.2206156697449603,0.0220781172832878,0.0023716521117732,0.031757838979238,0.2459972266454501,0.0431653068786513,0.3467991503882844,0.5550580946579585,0.198595818125135,0.2967610565856388,0.8813151170425687,0.2521400175363382,0.8959337156981216
CAN,843148140.6209998,134978295.82400015,0.2661549799383034,0.0132100468731702,0.1239670295350163,0.0423904572578142,0.0025859356885067,0.0184447583280075,0.5023885400577592,0.0357035670596499,0.3631317214355034,0.1077045822565837,0.0085051544487111,0.2625235251614383,0.9186385595104608,0.060004704070038,0.7680670344599657
CCK,6772.197000000005,0.0,0.1356607021325575,0.035506310233706,,0.1757553715581515,0.0106845911216205,,0.253186964289432,0.1330880926527119,,0.1171739392696342,0.0470356265376872,,0.6817769772497754,0.2263146205457257,0.0
