dv,dropped_country,coef_z_eci_pe,pvalue_z_eci_pe,delta_vs_full
DV3_Partner_Diversification,NLD,0.0005956989059513757,0.9617673468932256,1.995405513037442e-05
DV3_Partner_Diversification,NOR,0.0005653951460355172,0.9637086791633268,-1.0349704785484089e-05
DV3_Partner_Diversification,NPL,0.0009355884938623599,0.9402463870233159,0.00035984364304135854
DV3_Partner_Diversification,NRU,0.0006876843706374661,0.955779472124257,0.00011193951981646475
DV3_Partner_Diversification,NZL,0.0006821887031537265,0.9565575444998627,0.00010644385233272513
DV3_Partner_Diversification,OMN,0.0006033424266741892,0.9612526781298771,2.7597575853187915e-05
DV3_Partner_Diversification,PAK,0.0005876399433520081,0.9622912371387604,1.1895092531006776e-05
DV3_Partner_Diversification,PAN,0.0001747558633024603,0.9889362729420811,-0.000400988987518541
DV3_Partner_Diversification,PER,0.00046352829671081515,0.9705048298920688,-0.00011221655411018617
DV3_Partner_Diversification,PHL,0.00032851288254469335,0.9791192075189836,-0.000247231968276308
DV3_Partner_Diversification,PLW,-0.0012730291969923603,0.9178906309441156,-0.0018487740478133616
DV3_Partner_Diversification,POL,0.0005900419729708685,0.9621243930656563,1.4297122149867182e-05
DV3_Partner_Diversification,PRT,0.0005815592431449297,0.962674867161255,5.814392323928372e-06
DV3_Partner_Diversification,PRY,0.0006271685183172995,0.9597504664014043,5.142366749629813e-05
DV3_Partner_Diversification,PSE,0.0005706379777263035,0.9633786040763077,-5.1068730946978325e-06
DV3_Partner_Diversification,PYF,0.0005821626979860836,0.9626253773155612,6.417847165082324e-06
DV3_Partner_Diversification,QAT,0.0006185647439587287,0.9603501224236146,4.2819893137727334e-05
DV3_Partner_Diversification,ROU,0.0005488000580083448,0.9647668211020015,-2.6944792812656554e-05
DV3_Partner_Diversification,RUS,0.000571672198853815,0.9633111185359787,-4.072651967186331e-06
DV3_Partner_Diversification,RWA,0.0006678013176179072,0.9571501180594568,9.20564667969059e-05
DV3_Partner_Diversification,SAU,0.0006112988172083541,0.9608295325974496,3.555396638735275e-05
DV3_Partner_Diversification,SDN,0.0005168537475875414,0.9667126167327651,-5.889110323345991e-05
DV3_Partner_Diversification,SEN,0.0005791037793717747,0.9628270667679588,3.358928550773344e-06
DV3_Partner_Diversification,SGP,0.0005425085400410097,0.9651468165783296,-3.323631077999166e-05
DV3_Partner_Diversification,SLB,0.0008656451718143368,0.9476334618487586,0.0002899003209933355
DV3_Partner_Diversification,SLE,0.0010238056673800386,0.935026382977092,0.0004480608165590373
DV3_Partner_Diversification,SLV,0.00021101679002698552,0.9864480412051871,-0.0003647280607940158
DV3_Partner_Diversification,SMR,0.0005639764320884697,0.9637841852948635,-1.1768418732531613e-05
DV3_Partner_Diversification,SOM,0.0005484887523647883,0.9647911200291386,-2.7256098456213042e-05
DV3_Partner_Diversification,SRB,0.0005581717706135698,0.9641651343809315,-1.757308020743152e-05
DV3_Partner_Diversification,SSD,-0.00020351147340351956,0.9867493578433378,-0.0007792563242245209
DV3_Partner_Diversification,SVK,0.0005616154144452634,0.9639529023540506,-1.412943637573794e-05
DV3_Partner_Diversification,SVN,0.0005466469953486854,0.9649020169787804,-2.909785547231588e-05
DV3_Partner_Diversification,SWE,0.0005715032430098125,0.9633193659205889,-4.241607811188847e-06
DV3_Partner_Diversification,SWZ,0.0005089673507861214,0.9672974973430202,-6.677750003487989e-05
DV3_Partner_Diversification,SYC,0.0005075683412314412,0.9674934445281982,-6.817650958956009e-05
