dv,dropped_country,coef_z_eci_pe,pvalue_z_eci_pe,delta_vs_full
DV2_Export_Recovery,PYF,-0.10310503402184595,0.18262933584951468,-1.817160687735131e-05
DV2_Export_Recovery,QAT,-0.10290744689059286,0.18328631281068108,0.0001794155243757395
DV2_Export_Recovery,ROU,-0.10270710787055845,0.18452583297221736,0.0003797545444101519
DV2_Export_Recovery,RUS,-0.10298982425215712,0.1833352157791911,9.703816281148026e-05
DV2_Export_Recovery,RWA,-0.10339553107254074,0.1821146330805471,-0.0003086686575721337
DV2_Export_Recovery,SAU,-0.10254084890145705,0.1849250927639251,0.0005460135135115507
DV2_Export_Recovery,SDN,-0.1026377275888725,0.1838211025596872,0.0004491348260960981
DV2_Export_Recovery,SEN,-0.10339449288696792,0.18153340027496445,-0.0003076304719993178
DV2_Export_Recovery,SGP,-0.10299477094288924,0.18294619222220454,9.209147207936419e-05
DV2_Export_Recovery,SLB,-0.11900644101783792,0.13426066513987006,-0.015919578602869314
DV2_Export_Recovery,SLE,-0.1040957880111845,0.17897889185201965,-0.0010089255962159038
DV2_Export_Recovery,SLV,-0.10132078252026504,0.1926422738525123,0.001766079894703565
DV2_Export_Recovery,SMR,-0.103136496377334,0.18241404851411558,-4.963396236540296e-05
DV2_Export_Recovery,SOM,-0.10287920223095699,0.1830990380094607,0.0002076601840116099
DV2_Export_Recovery,SRB,-0.10291288503971041,0.18398908747079468,0.00017397737525819135
DV2_Export_Recovery,SSD,-0.09957579757707313,0.19395052759801878,0.0035110648378954695
DV2_Export_Recovery,SVK,-0.10288646384230493,0.18376233308187817,0.0002003985726636709
DV2_Export_Recovery,SVN,-0.10294065995846177,0.18344126783329295,0.0001462024565068304
DV2_Export_Recovery,SWE,-0.10300460557774743,0.18356757868209406,8.225683722117016e-05
DV2_Export_Recovery,SWZ,-0.10307245462514499,0.18280739386057465,1.4407789823617234e-05
DV2_Export_Recovery,SYC,-0.10295919949702503,0.1839116801785452,0.000127662917943569
DV2_Export_Recovery,SYR,-0.10311602747077872,0.18203438875666345,-2.916505581011808e-05
DV2_Export_Recovery,TCD,-0.11324463988464509,0.1440520453826496,-0.010157777469676485
DV2_Export_Recovery,TGO,-0.10309072730268942,0.18260116553107963,-3.864887720819721e-06
DV2_Export_Recovery,THA,-0.10319692161400837,0.18243548721908898,-0.00011005919903976646
DV2_Export_Recovery,TJK,-0.10860461744464547,0.15913855067500415,-0.005517755029676871
DV2_Export_Recovery,TKM,-0.10282949730289037,0.18298077602065155,0.0002573651120782311
DV2_Export_Recovery,TLS,-0.10358889272656457,0.178238660768277,-0.0005020303115959718
DV2_Export_Recovery,TON,-0.10205613235519069,0.18612500454451653,0.0010307300597779123
DV2_Export_Recovery,TUN,-0.10283507845743534,0.1842166414774138,0.00025178395753326643
DV2_Export_Recovery,TUR,-0.10335435267990792,0.1821018386061547,-0.0002674902649393157
DV2_Export_Recovery,TZA,-0.1065160964094398,0.17023077201463666,-0.0034292339944712036
DV2_Export_Recovery,UGA,-0.10360149811639723,0.18083675267084565,-0.0005146357014286229
DV2_Export_Recovery,UKR,-0.10275853027506719,0.18419730047532445,0.0003283321399014105
DV2_Export_Recovery,URY,-0.10194657287009458,0.1881120514130583,0.0011402895448740236
DV2_Export_Recovery,USA,-0.10364782432143595,0.18071590769036072,-0.0005609619064673443
DV2_Export_Recovery,UZB,-0.10336760394402589,0.1820475426973911,-0.0002807415290572851
DV2_Export_Recovery,VEN,-0.10313034941464727,0.18237840616270706,-4.3486999678668536e-05
DV2_Export_Recovery,VNM,-0.1075624469706832,0.16949354819965967,-0.004475584555714604
DV2_Export_Recovery,VUT,-0.10233354749841016,0.18655608203596274,0.0007533149165584452
DV2_Export_Recovery,WSM,-0.10285421461220384,0.18345889987845498,0.00023264780276475994
DV2_Export_Recovery,YEM,-0.10386154970063419,0.1760141731349535,-0.0007746872856655845
DV2_Export_Recovery,ZAF,-0.1026659886787459,0.18500475173467656,0.0004208737362226961
DV2_Export_Recovery,ZMB,-0.10352689825230184,0.18140018991246143,-0.0004400358373332358
DV2_Export_Recovery,ZWE,-0.10411955463436386,0.1780564784700075,-0.0010326922193952537
