replication,threshold_eci_pre,rss_selected
875,-0.57743333,457.7748329980497
876,0.29248333,459.92181540107396
877,-0.901,457.21880362708373
878,0.29248333,456.2191232903181
879,-0.57743333,460.61228187289703
880,0.29248333,459.04469224562104
881,0.09716667,458.44149935849345
882,0.29248333,452.3460672257528
883,0.62873333,461.49724617277866
884,0.62873333,458.4282486744271
885,0.29248333,459.59743036612446
886,-0.901,461.0918054936202
887,-0.73366667,461.7156778867412
888,-0.901,462.251209901719
889,-0.901,461.4165464767683
890,0.29248333,458.97215665941576
891,-0.901,461.0673925493098
892,-0.73366667,454.49456038946266
893,0.41953333,456.04553280731
894,-0.57743333,461.9131573948339
895,-0.901,461.1192443474999
896,0.87593333,459.55502114515775
897,0.29248333,453.37445225309466
898,-0.57743333,459.3380855855578
899,0.29248333,459.53032494753035
900,-0.73366667,457.7315177388365
901,-0.38246667,459.98768872258916
902,-0.57743333,460.4078762411612
903,0.29248333,459.8450380744614
904,0.29248333,460.34275916420336
905,-0.73366667,459.240438511785
906,-0.38246667,459.8243511252105
907,-0.57743333,459.71618757914143
908,0.29248333,458.9672469334623
909,-0.901,455.14488132546916
910,-0.901,460.8849386426016
911,-0.73366667,458.0852262629128
912,-0.73366667,460.197000318092
913,-0.901,458.40039383731056
914,-0.73366667,456.1544929073146
915,0.29248333,460.5458225325212
916,-0.901,461.6471851574967
917,-0.73366667,462.58705082185304
918,0.29248333,459.7490726931994
919,-0.901,460.753010905927
920,0.29248333,461.062078153418
921,-0.73366667,454.4831846351123
922,-0.03496667,459.8427224064287
923,0.87593333,461.580929904699
924,-0.38246667,461.61781423217843
925,-0.73366667,459.90534150932024
926,-0.38246667,460.11622288955607
927,-0.38246667,461.28468687504494
928,-0.57743333,462.2908358847193
929,-0.57743333,458.05720747227105
930,0.29248333,459.48664797765935
931,0.41953333,459.35665150600397
932,0.29248333,457.3780138737709
933,0.41953333,457.8920529180589
934,0.29248333,458.10182674926153
935,-0.73366667,454.222675246043
936,-0.901,460.16956141441307
937,-0.901,459.82515158394506
938,-0.73366667,458.70615845625406
939,-0.73366667,462.0835365043872
940,0.62873333,459.4055242422207
941,-0.73366667,459.2155310754749
942,-0.901,459.8415557367106
943,-0.57743333,459.152005707163
944,-0.73366667,457.4106258891675
945,0.29248333,457.8193010586782
946,0.74525,458.98128720709815
947,0.62873333,458.1519707396979
948,-0.901,461.61812578894927
949,-0.73366667,460.7125666807303
950,-0.38246667,460.8633334444919
951,0.29248333,460.6971893078915
952,-0.901,459.8550352623555
953,-0.901,461.08851281661623
954,-0.901,458.46255997853035
955,-0.901,459.88065678454745
956,-0.38246667,462.3965167009842
957,-0.73366667,458.49829766737963
958,-0.901,461.98014073782576
959,0.29248333,462.1497319407486
960,-0.901,460.0946747920833
961,-0.38246667,461.76523853861397
962,0.41953333,458.9192855956877
963,0.29248333,456.49047291633906
964,-0.901,462.6264762354725
965,-0.38246667,453.83484749761794
966,0.29248333,458.01701159191686
967,-0.901,462.5485937393048
968,-0.901,458.51233127214886
969,-0.1952,461.1644936610045
970,-0.901,460.6993894657894
971,-0.901,460.0342163799085
972,-0.73366667,459.50727223870535
973,-0.901,459.8880458987086
974,-0.901,454.7168273675155
975,-0.57743333,461.10503046547797
976,0.29248333,458.7415563444806
977,0.41953333,458.2971523518121
978,-0.73366667,461.75640637284823
979,-0.901,462.43094417803513
980,-0.73366667,455.62087762311637
981,-0.73366667,462.5296462875743
982,-0.73366667,462.78420100977826
983,-0.901,459.68051942883653
984,-0.73366667,461.45903482842783
985,-0.901,460.87945157502384
986,0.29248333,459.65116479382215
987,0.62873333,461.175453747055
988,0.29248333,456.06431469600545
989,0.55501667,460.7275833996541
990,-0.73366667,460.15612884067116
991,-0.1952,459.0492872779636
992,0.29248333,459.53762259992436
993,-0.38246667,458.9465510824388
994,-0.901,458.0562644426668
995,-0.901,459.55938396939825
996,-0.73366667,457.7891013944319
997,-0.901,462.35223826165327
998,-0.73366667,460.244714054843
999,0.09716667,456.3205072941811
