replication,threshold_eci_pre,rss_selected
586,0.29248333,460.10235338667485
587,-0.57743333,462.3619040314818
588,0.41953333,459.28217527134746
589,-0.57743333,460.55904289376815
590,-0.38246667,458.7848337269066
591,0.29248333,456.3360544008256
592,-0.901,459.23405036474276
593,0.29248333,457.3771358735793
594,0.87593333,454.95786336527385
595,0.29248333,458.9314885117502
596,0.29248333,458.6817341887301
597,-0.901,461.5215533020788
598,-0.901,459.50655119836796
599,-0.901,462.5648775835714
600,-0.901,459.0357692487913
601,-0.73366667,458.43138293344475
602,-0.901,462.45950262675325
603,-0.901,460.0485190630424
604,-0.1952,460.7801537412466
605,-0.901,462.0959891989977
606,0.62873333,456.0590351511551
607,-0.73366667,460.19588698002144
608,0.55501667,457.46292199135365
609,-0.901,461.1418926096002
610,-0.901,461.2038240821771
611,0.41953333,454.00977858835415
612,-0.901,456.3400128529811
613,-0.73366667,455.94085145484803
614,-0.73366667,461.93488651130576
615,0.29248333,460.98274763219877
616,-0.901,462.3631595311159
617,-0.901,459.96037674074523
618,-0.901,457.57609766767337
619,0.62873333,456.2974348386098
620,-0.901,455.2898484336082
621,-0.73366667,456.73534003117743
622,-0.901,459.9447270570441
623,-0.901,458.83763290568993
624,-0.901,462.083477652476
625,-0.03496667,460.5473083763445
626,-0.901,462.0979676609094
627,-0.03496667,459.5608540761927
628,-0.73366667,461.4460942999634
629,-0.73366667,461.1221399456363
630,-0.901,459.2225271875304
631,0.74525,455.93095636306975
632,-0.901,458.5666344284869
633,-0.03496667,458.18576142825646
634,-0.901,461.83913781386235
635,-0.73366667,456.63207722339325
636,0.55501667,460.1612805239284
637,-0.73366667,463.01160683587904
638,0.41953333,457.27280721627255
639,-0.901,460.8678674354032
640,0.41953333,457.08536449872395
641,0.29248333,458.1016161037975
642,-0.901,460.34295128853955
643,-0.901,460.81568163744686
644,0.29248333,459.61901704742195
645,0.29248333,462.1942141353833
646,-0.57743333,460.1284335621999
647,-0.901,460.2092191040911
648,-0.901,458.472806062046
649,0.29248333,458.88671893409276
650,0.09716667,459.0975321056866
651,0.29248333,455.50196817373035
652,0.74525,458.898627015354
653,-0.901,461.33566747113167
654,0.41953333,457.34886147810494
655,0.29248333,458.34284678031077
656,-0.38246667,456.51584983388955
657,-0.901,461.010337117263
658,0.29248333,457.50642965233715
659,-0.73366667,456.1182171529652
660,-0.73366667,456.46586096862137
661,-0.73366667,461.1929275394987
662,0.29248333,457.94500873479524
663,0.41953333,459.62330753847584
664,-0.73366667,457.9056955574571
665,0.62873333,451.8231490559484
666,0.29248333,457.7609703794805
667,0.29248333,458.90555703676074
668,0.29248333,456.752805269524
669,-0.901,462.6769121552364
670,-0.38246667,460.0162161344161
671,-0.901,460.5853674549203
672,-0.901,462.0687760777465
673,0.29248333,462.72463296864237
674,0.41953333,457.2989854906175
675,-0.73366667,457.3989977462546
676,-0.901,461.235210951287
677,-0.901,459.5316150667645
678,-0.901,455.86815767782025
679,-0.73366667,458.1566703019407
680,0.29248333,459.94724449988036
681,0.29248333,457.5496834985636
682,-0.73366667,458.14466517690073
683,0.29248333,455.91332543883686
684,0.29248333,456.23193733824047
685,-0.901,457.7287302990689
686,-0.57743333,458.452772501457
687,-0.38246667,452.2487380801469
688,-0.73366667,460.9557619966944
689,0.87593333,459.680394915437
690,-0.38246667,460.54752217384925
691,-0.38246667,460.56673573319654
692,-0.73366667,462.6790114021083
693,-0.73366667,458.9661039327886
694,-0.901,461.57765153562235
695,0.29248333,458.9433581319496
696,-0.901,461.1820601174954
697,-0.73366667,461.80233856271934
698,-0.1952,457.1730060536314
699,-0.73366667,461.17815301883644
700,0.55501667,460.0391855301367
701,0.87593333,459.51889376251887
702,-0.38246667,461.5599048728317
703,-0.901,458.96476664212184
704,-0.73366667,460.4409409450014
705,-0.73366667,458.75124173607423
706,0.74525,459.9949780231139
707,0.29248333,457.06768707096495
708,0.41953333,456.4007282286776
709,-0.73366667,460.27754111310594
710,-0.73366667,459.0045201009897
711,-0.57743333,461.9022541870737
712,0.62873333,460.7414588394795
713,-0.901,454.3279016778978
714,-0.57743333,459.55926710897023
715,-0.901,459.89617519953697
716,-0.901,459.39906390892617
717,-0.73366667,460.62940178851863
718,0.29248333,457.4410402689666
719,0.29248333,459.20443323083026
720,-0.901,460.25425789239614
721,0.29248333,457.01501395592993
722,-0.73366667,458.4320848722687
723,-0.901,461.5893481998044
724,0.41953333,457.26398744470777
725,-0.901,461.9004751916189
726,-0.73366667,460.0997764039827
727,-0.73366667,460.915218602803
728,0.29248333,456.0907826173498
729,0.41953333,457.7888829845979
730,-0.901,455.61544231551017
731,-0.73366667,459.21417303022236
732,-0.73366667,458.52362307769636
733,0.41953333,460.32621956889204
734,-0.901,461.90733379658354
735,-0.901,461.66580333013854
736,0.29248333,457.6053679890804
737,-0.1952,460.3355572393463
738,-0.901,460.38913043257486
739,0.55501667,458.2011764054414
740,0.29248333,461.0767447857163
741,-0.03496667,460.78774430198877
742,-0.38246667,457.098758541081
743,-0.901,462.6327841927799
744,-0.38246667,457.04244221297125
745,-0.901,462.0655325559674
746,-0.73366667,459.9815950573211
747,0.09716667,460.46415668618306
748,0.29248333,462.2220059613139
749,0.41953333,454.807846998699
750,0.29248333,459.0227181376966
751,-0.73366667,460.7676327528212
752,-0.901,461.18682164039444
753,0.87593333,459.9608967501497
754,0.29248333,458.8069180663138
755,0.41953333,459.8498645966207
756,0.41953333,459.3173278248747
757,-0.73366667,458.43486910786714
758,0.29248333,458.66283033839466
759,-0.73366667,459.7600606420956
760,-0.57743333,457.96014947720073
761,-0.73366667,460.56136384188517
762,-0.73366667,459.8644528864135
763,-0.901,459.0494320772237
764,0.62873333,460.2940754766827
765,-0.901,456.73643510923836
766,-0.03496667,462.09214849533123
767,-0.57743333,460.5196206765337
768,-0.73366667,461.7472865943487
769,0.09716667,454.7512338479891
770,0.29248333,459.3042251778144
771,0.41953333,451.8940741013231
772,0.62873333,453.8444264471843
773,-0.901,459.96901461977023
774,0.29248333,461.0201020232469
775,-0.73366667,460.18379600135233
776,-0.73366667,457.67974018473853
777,0.55501667,455.0605987505319
778,-0.901,461.58821674166757
779,0.29248333,457.43230374731695
780,0.41953333,459.2450806817315
781,-0.73366667,461.1038088450109
782,-0.901,456.6632559435786
783,-0.901,459.5322128717047
784,-0.901,461.4276063696527
785,0.29248333,455.7912944992577
786,-0.901,462.19841225100066
787,-0.57743333,459.5457875147651
788,-0.38246667,456.84134515235
789,0.41953333,458.5924292432413
790,-0.73366667,459.0170820706302
791,-0.57743333,456.03578432547715
792,0.09716667,459.37675730341664
793,-0.901,458.34405356182856
794,0.74525,456.7337072425597
795,0.29248333,455.44448311560404
796,-0.901,461.71343379956704
797,-0.901,461.55294020758186
798,0.29248333,453.0956608499162
799,-0.73366667,462.1905385027053
800,-0.901,462.4201711533077
801,-0.901,457.06314543663643
802,-0.57743333,457.12262156640435
803,0.29248333,460.9579684064536
804,-0.03496667,460.6889906076919
805,-0.57743333,458.98575935473707
806,-0.73366667,458.33528966729466
807,0.41953333,459.122886129599
808,0.29248333,460.8270484007768
809,0.62873333,459.2301010600148
810,-0.73366667,461.0624810104632
811,-0.901,459.69708629751557
812,-0.38246667,460.64685592327714
813,-0.73366667,461.7574114489298
814,-0.38246667,459.4956650812337
815,0.29248333,457.4863058624236
816,-0.73366667,461.612372217383
817,-0.73366667,455.5533777525474
818,-0.901,456.1177998370065
819,0.29248333,461.11961430694305
820,-0.901,462.44546774443626
821,0.29248333,456.52192198657707
822,-0.73366667,456.4486071968414
823,0.55501667,459.9488804151483
824,-0.901,456.9378617433608
825,0.41953333,457.1836023906285
826,-0.38246667,457.1763693785971
827,-0.73366667,454.26161176434744
828,-0.73366667,461.1110829658519
829,-0.901,462.32818093838904
830,0.29248333,457.337446045908
831,-0.901,461.6208938657702
832,0.29248333,460.9734027408159
833,0.29248333,458.2941031433893
834,-0.901,457.8125658529749
835,-0.901,461.0594732444804
836,-0.901,461.90491415543835
837,-0.901,462.1285205544371
838,0.41953333,456.95091364478236
839,0.29248333,457.8785144755348
840,-0.901,460.25650968942125
841,-0.901,459.34388908520174
842,-0.901,461.1610127447313
843,-0.03496667,455.0311371114937
844,0.29248333,459.6925483980602
845,0.29248333,460.5416522651667
846,-0.901,458.1342317754199
847,-0.901,453.7803261073397
848,-0.73366667,458.3623499111454
849,-0.57743333,462.2017882029715
850,-0.73366667,454.0534862794759
851,-0.57743333,455.871273958834
852,-0.73366667,461.26492503554624
853,-0.73366667,462.05988982574956
854,-0.901,461.96907336620933
855,0.29248333,457.5321781189326
856,-0.901,461.4840088706654
857,-0.1952,462.0894619177186
858,0.29248333,460.7674775872407
859,-0.73366667,458.39883400587047
860,-0.901,461.68182644158185
861,0.29248333,458.9736084381385
862,0.29248333,454.9455341086966
863,-0.73366667,457.917951620939
864,-0.901,459.2890735151601
865,0.29248333,458.53338641631944
866,-0.901,458.1492572746283
867,-0.73366667,460.9119680363153
868,0.29248333,455.02627049241687
869,-0.1952,458.53275776544814
870,-0.901,460.49293709397466
871,-0.1952,459.80730640004055
872,-0.73366667,460.507358360034
873,0.87593333,458.31370341095203
874,-0.73366667,455.988208920347
